,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,38,42.0,4,14.71,2.36
6,2020-04-06 01:00:00,38,40.0,4,14.2,2.35
12,2020-04-06 02:00:00,38,45.0,4,13.53,2.3
18,2020-04-06 03:00:00,38,42.0,4,16.44,2.21
24,2020-04-06 04:00:00,38,40.0,4,16.62,2.04
30,2020-04-06 05:00:00,38,40.0,4,16.76,1.83
40,2020-04-06 06:00:00,38,47.0,1,13.51,1.64
42,2020-04-06 07:00:00,38,44.0,1,16.2,1.51
48,2020-04-06 08:00:00,38,41.0,1,12.86,1.47
54,2020-04-06 09:00:00,38,44.0,1,17.64,1.47
60,2020-04-06 10:00:00,38,40.0,1,14.33,1.49
66,2020-04-06 11:00:00,38,41.0,1,16.75,1.5
72,2020-04-06 12:00:00,38,42.0,1,16.34,1.49
78,2020-04-06 13:00:00,38,42.0,1,13.2,1.48
84,2020-04-06 14:00:00,38,42.0,1,12.77,1.46
90,2020-04-06 15:00:00,38,39.0,1,13.08,1.47
100,2020-04-06 16:00:00,38,39.0,1,12.18,1.54
102,2020-04-06 17:00:00,38,44.0,4,14.01,1.69
108,2020-04-06 18:00:00,38,43.0,4,16.5,1.89
114,2020-04-06 19:00:00,38,46.0,4,14.93,2.09
120,2020-04-06 20:00:00,38,41.0,4,12.99,2.23
126,2020-04-06 21:00:00,38,48.0,4,11.13,2.31
132,2020-04-06 22:00:00,38,38.0,4,11.29,2.34
138,2020-04-06 23:00:00,38,41.0,4,14.66,2.35
144,2020-04-07 00:00:00,38,46.0,4,16.95,2.35
150,2020-04-07 01:00:00,38,46.0,4,19.89,2.35
156,2020-04-07 02:00:00,38,44.0,4,13.58,2.34
162,2020-04-07 03:00:00,38,43.0,4,13.48,2.3
168,2020-04-07 04:00:00,38,41.0,4,15.54,2.23
174,2020-04-07 05:00:00,38,45.0,4,12.81,2.1
180,2020-04-07 06:00:00,38,41.0,4,19.13,1.92
189,2020-04-07 07:00:00,38,47.0,1,13.14,1.74
192,2020-04-07 08:00:00,38,37.0,1,15.91,1.6
198,2020-04-07 09:00:00,38,40.0,1,14.5,1.53
204,2020-04-07 10:00:00,38,41.0,1,17.59,1.51
210,2020-04-07 11:00:00,38,42.0,1,12.36,1.51
216,2020-04-07 12:00:00,38,40.0,1,13.84,1.5
222,2020-04-07 13:00:00,38,43.0,1,12.12,1.51
228,2020-04-07 14:00:00,38,36.0,1,14.59,1.53
234,2020-04-07 15:00:00,38,36.0,1,14.4,1.6
240,2020-04-07 16:00:00,38,42.0,1,14.75,1.73
246,2020-04-07 17:00:00,38,36.0,4,14.75,1.91
252,2020-04-07 18:00:00,38,42.0,4,15.65,2.09
258,2020-04-07 19:00:00,38,38.0,4,16.75,2.23
264,2020-04-07 20:00:00,38,41.0,4,13.44,2.3
270,2020-04-07 21:00:00,38,43.0,4,13.15,2.34
276,2020-04-07 22:00:00,38,42.0,4,11.35,2.35
282,2020-04-07 23:00:00,38,41.0,4,12.35,2.35
288,2020-04-08 00:00:00,38,41.0,4,15.14,2.35
294,2020-04-08 01:00:00,38,38.0,4,13.95,2.33
300,2020-04-08 02:00:00,38,37.0,4,14.82,2.28
306,2020-04-08 03:00:00,38,40.0,4,15.29,2.18
312,2020-04-08 04:00:00,38,43.0,4,15.81,2.0
318,2020-04-08 05:00:00,38,44.0,4,15.56,1.78
329,2020-04-08 06:00:00,38,39.0,1,16.14,1.58
330,2020-04-08 07:00:00,38,41.0,1,14.99,1.46
336,2020-04-08 08:00:00,38,41.0,1,15.64,1.43
342,2020-04-08 09:00:00,38,40.87,1,12.87,1.45
348,2020-04-08 10:00:00,38,40.35,1,17.29,1.48
354,2020-04-08 11:00:00,38,40.19,1,14.02,1.5
360,2020-04-08 12:00:00,38,38.93,1,14.31,1.5
366,2020-04-08 13:00:00,38,40.41,1,16.98,1.5
372,2020-04-08 14:00:00,38,38.46,1,18.75,1.53
378,2020-04-08 15:00:00,38,35.27,1,15.26,1.6
388,2020-04-08 16:00:00,38,42.39,4,16.95,1.73
390,2020-04-08 17:00:00,38,40.3,4,13.36,1.91
396,2020-04-08 18:00:00,38,36.51,4,16.65,2.09
402,2020-04-08 19:00:00,38,37.87,4,12.3,2.23
407,2020-04-08 20:00:00,38,49.88,4,13.88,2.3
413,2020-04-08 21:00:00,38,46.23,4,13.3,2.33
419,2020-04-08 22:00:00,38,43.8,4,15.87,2.35
425,2020-04-08 23:00:00,38,46.98,4,17.79,2.35
431,2020-04-09 00:00:00,38,48.86,4,17.95,2.35
437,2020-04-09 01:00:00,38,48.96,4,16.99,2.34
443,2020-04-09 02:00:00,38,41.26,4,14.83,2.32
449,2020-04-09 03:00:00,38,41.92,4,16.61,2.25
455,2020-04-09 04:00:00,38,39.49,4,13.0,2.13
460,2020-04-09 05:00:00,38,43.16,4,13.35,1.94
471,2020-04-09 06:00:00,38,40.82,4,12.35,1.71
473,2020-04-09 07:00:00,38,44.14,1,15.26,1.52
478,2020-04-09 08:00:00,38,35.55,1,17.22,1.43
484,2020-04-09 09:00:00,38,43.65,1,15.55,1.42
490,2020-04-09 10:00:00,38,36.13,1,15.27,1.45
496,2020-04-09 11:00:00,38,38.23,1,13.38,1.48
502,2020-04-09 12:00:00,38,42.96,1,11.77,1.49
508,2020-04-09 13:00:00,38,40.92,1,19.56,1.51
514,2020-04-09 14:00:00,38,39.36,1,14.13,1.54
520,2020-04-09 15:00:00,38,50.82,1,11.96,1.62
529,2020-04-09 16:00:00,38,41.27,1,15.87,1.76
531,2020-04-09 17:00:00,38,42.82,4,17.17,1.94
536,2020-04-09 18:00:00,38,46.43,4,10.38,2.11
542,2020-04-09 19:00:00,38,50.86,4,19.7,2.24
547,2020-04-09 20:00:00,38,44.76,4,10.92,2.31
553,2020-04-09 21:00:00,38,48.59,4,14.9,2.34
559,2020-04-09 22:00:00,38,37.41,4,20.94,2.35
565,2020-04-09 23:00:00,38,41.1,4,16.78,2.35
571,2020-04-10 00:00:00,38,42.85,4,17.11,2.35
577,2020-04-10 01:00:00,38,50.38,4,10.46,2.35
583,2020-04-10 02:00:00,38,50.35,4,12.52,2.34
588,2020-04-10 03:00:00,38,59.2,4,17.72,2.31
593,2020-04-10 04:00:00,38,56.29,4,14.04,2.24
599,2020-04-10 05:00:00,38,51.22,4,12.91,2.11
605,2020-04-10 06:00:00,38,46.42,4,14.85,1.93
