,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,43,35.0,6,11.99,4.86
6,2020-04-06 01:00:00,43,32.0,6,15.17,4.85
12,2020-04-06 02:00:00,43,30.0,6,14.94,4.85
18,2020-04-06 03:00:00,43,39.0,6,16.23,4.84
24,2020-04-06 04:00:00,43,37.0,6,15.16,4.81
30,2020-04-06 05:00:00,43,31.0,6,16.8,4.75
36,2020-04-06 06:00:00,43,31.0,6,14.86,4.63
42,2020-04-06 07:00:00,43,40.0,6,13.49,4.48
48,2020-04-06 08:00:00,43,37.0,9,14.46,4.32
54,2020-04-06 09:00:00,43,35.0,9,14.09,4.19
60,2020-04-06 10:00:00,43,29.0,9,14.56,4.13
66,2020-04-06 11:00:00,43,35.0,9,11.1,4.1
72,2020-04-06 12:00:00,43,39.0,9,14.19,4.1
78,2020-04-06 13:00:00,43,32.0,9,15.1,4.13
84,2020-04-06 14:00:00,43,40.0,9,14.63,4.19
90,2020-04-06 15:00:00,43,34.0,9,16.05,4.32
96,2020-04-06 16:00:00,43,35.0,9,13.27,4.52
107,2020-04-06 17:00:00,43,36.0,6,15.34,4.76
108,2020-04-06 18:00:00,43,36.0,6,17.38,4.96
114,2020-04-06 19:00:00,43,29.0,6,17.03,5.06
122,2020-04-06 20:00:00,43,40.0,6,13.04,5.06
126,2020-04-06 21:00:00,43,35.0,6,11.36,4.99
132,2020-04-06 22:00:00,43,29.0,6,14.26,4.93
138,2020-04-06 23:00:00,43,32.0,6,12.03,4.89
144,2020-04-07 00:00:00,43,33.0,6,12.78,4.87
150,2020-04-07 01:00:00,43,34.0,6,15.96,4.86
156,2020-04-07 02:00:00,43,37.0,6,18.16,4.85
162,2020-04-07 03:00:00,43,34.0,6,16.81,4.82
168,2020-04-07 04:00:00,43,39.0,6,14.26,4.75
174,2020-04-07 05:00:00,43,34.0,6,18.31,4.64
180,2020-04-07 06:00:00,43,34.0,6,17.61,4.49
191,2020-04-07 07:00:00,43,31.0,9,13.98,4.33
192,2020-04-07 08:00:00,43,33.0,9,13.81,4.2
198,2020-04-07 09:00:00,43,37.0,9,14.58,4.13
204,2020-04-07 10:00:00,43,37.0,9,15.13,4.1
210,2020-04-07 11:00:00,43,34.0,9,16.79,4.09
216,2020-04-07 12:00:00,43,30.0,9,11.61,4.06
222,2020-04-07 13:00:00,43,33.0,9,16.93,3.98
228,2020-04-07 14:00:00,43,37.0,9,16.48,3.84
234,2020-04-07 15:00:00,43,30.0,9,16.45,3.66
245,2020-04-07 16:00:00,43,32.0,6,12.71,3.5
246,2020-04-07 17:00:00,43,31.0,6,13.91,3.48
252,2020-04-07 18:00:00,43,33.0,6,11.28,3.66
258,2020-04-07 19:00:00,43,35.0,6,13.44,4.0
264,2020-04-07 20:00:00,43,34.0,6,15.44,4.35
270,2020-04-07 21:00:00,43,38.0,6,14.51,4.61
276,2020-04-07 22:00:00,43,34.0,6,19.41,4.75
282,2020-04-07 23:00:00,43,30.0,6,16.84,4.82
288,2020-04-08 00:00:00,43,34.0,6,12.53,4.84
294,2020-04-08 01:00:00,43,32.0,6,14.84,4.84
300,2020-04-08 02:00:00,43,36.0,6,16.77,4.83
306,2020-04-08 03:00:00,43,34.0,6,17.48,4.81
