,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,1,34.4,1,16.59,3.54
6,2020-04-06 01:00:00,1,40.23,1,13.44,3.54
12,2020-04-06 02:00:00,1,33.47,1,14.92,3.54
18,2020-04-06 03:00:00,1,34.02,1,13.77,3.54
24,2020-04-06 04:00:00,1,33.3,1,16.21,3.54
30,2020-04-06 05:00:00,1,32.9,1,16.63,3.54
36,2020-04-06 06:00:00,1,31.83,1,14.84,3.54
42,2020-04-06 07:00:00,1,32.45,1,16.2,3.53
48,2020-04-06 08:00:00,1,37.89,1,12.86,3.49
54,2020-04-06 09:00:00,1,24.31,1,17.64,3.42
60,2020-04-06 10:00:00,1,23.79,1,14.33,3.31
66,2020-04-06 11:00:00,1,27.24,1,16.75,3.19
76,2020-04-06 12:00:00,1,28.59,9,15.69,3.13
78,2020-04-06 13:00:00,1,35.59,9,15.1,3.19
84,2020-04-06 14:00:00,1,34.21,9,14.63,3.29
90,2020-04-06 15:00:00,1,36.1,9,16.05,3.33
101,2020-04-06 16:00:00,1,39.9,9,13.7,3.27
102,2020-04-06 17:00:00,1,35.9,4,14.01,3.2
108,2020-04-06 18:00:00,1,30.7,1,13.07,3.2
114,2020-04-06 19:00:00,1,29.6,1,15.3,3.28
120,2020-04-06 20:00:00,1,30.4,1,17.11,3.39
126,2020-04-06 21:00:00,1,31.31,1,14.26,3.47
132,2020-04-06 22:00:00,1,23.2,1,10.22,3.52
138,2020-04-06 23:00:00,1,29.2,1,12.3,3.53
144,2020-04-07 00:00:00,1,32.49,1,11.76,3.54
150,2020-04-07 01:00:00,1,25.8,1,17.62,3.54
156,2020-04-07 02:00:00,1,33.61,1,16.57,3.54
162,2020-04-07 03:00:00,1,31.02,1,11.64,3.54
168,2020-04-07 04:00:00,1,24.4,1,14.98,3.54
174,2020-04-07 05:00:00,1,33.5,1,16.44,3.55
180,2020-04-07 06:00:00,1,29.6,1,16.24,3.58
190,2020-04-07 07:00:00,1,33.2,1,12.18,3.65
193,2020-04-07 08:00:00,1,31.99,4,14.53,3.77
198,2020-04-07 09:00:00,1,30.6,9,14.58,3.92
204,2020-04-07 10:00:00,1,32.92,9,15.13,4.06
210,2020-04-07 11:00:00,1,33.61,9,16.79,4.15
216,2020-04-07 12:00:00,1,20.17,9,11.61,4.18
222,2020-04-07 13:00:00,1,26.9,9,16.93,4.13
228,2020-04-07 14:00:00,1,25.61,9,16.48,3.98
234,2020-04-07 15:00:00,1,17.23,9,16.45,3.74
245,2020-04-07 16:00:00,1,23.2,9,15.85,3.48
248,2020-04-07 17:00:00,1,21.89,1,17.09,3.29
252,2020-04-07 18:00:00,1,29.59,1,16.03,3.24
258,2020-04-07 19:00:00,1,20.9,1,18.0,3.3
264,2020-04-07 20:00:00,1,21.42,1,18.92,3.4
