,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,3,23.0,4,14.71,4.61
6,2020-04-06 01:00:00,3,24.0,4,14.2,4.59
12,2020-04-06 02:00:00,3,27.0,4,13.53,4.53
18,2020-04-06 03:00:00,3,16.0,4,16.44,4.4
24,2020-04-06 04:00:00,3,22.0,4,16.62,4.15
30,2020-04-06 05:00:00,3,19.0,4,16.76,3.78
40,2020-04-06 06:00:00,3,36.0,4,19.09,3.36
42,2020-04-06 07:00:00,3,20.0,4,14.8,2.99
48,2020-04-06 08:00:00,3,23.0,4,11.68,2.74
54,2020-04-06 09:00:00,3,15.0,4,15.44,2.6
60,2020-04-06 10:00:00,3,12.0,4,11.27,2.54
66,2020-04-06 11:00:00,3,19.0,4,12.83,2.53
72,2020-04-06 12:00:00,3,23.0,4,13.35,2.54
78,2020-04-06 13:00:00,3,21.0,4,16.36,2.6
84,2020-04-06 14:00:00,3,12.0,4,12.81,2.74
90,2020-04-06 15:00:00,3,23.0,4,11.16,2.99
96,2020-04-06 16:00:00,3,24.0,4,16.52,3.36
102,2020-04-06 17:00:00,3,24.0,4,14.01,3.78
108,2020-04-06 18:00:00,3,28.0,4,16.5,4.15
114,2020-04-06 19:00:00,3,26.0,4,14.93,4.4
120,2020-04-06 20:00:00,3,20.0,4,12.99,4.54
126,2020-04-06 21:00:00,3,36.0,4,11.13,4.6
132,2020-04-06 22:00:00,3,24.0,4,11.29,4.61
138,2020-04-06 23:00:00,3,16.0,4,14.66,4.62
144,2020-04-07 00:00:00,3,18.0,4,16.95,4.62
150,2020-04-07 01:00:00,3,23.0,4,19.89,4.62
156,2020-04-07 02:00:00,3,24.0,4,13.58,4.62
162,2020-04-07 03:00:00,3,21.0,4,13.48,4.62
168,2020-04-07 04:00:00,3,22.0,4,15.54,4.62
174,2020-04-07 05:00:00,3,16.0,4,12.81,4.62
180,2020-04-07 06:00:00,3,25.0,4,19.13,4.61
186,2020-04-07 07:00:00,3,16.0,4,17.04,4.59
192,2020-04-07 08:00:00,3,15.0,4,15.85,4.52
198,2020-04-07 09:00:00,3,16.0,4,14.09,4.36
204,2020-04-07 10:00:00,3,18.0,4,12.58,4.06
210,2020-04-07 11:00:00,3,24.0,4,16.63,3.64
221,2020-04-07 12:00:00,3,18.0,4,17.9,3.2
222,2020-04-07 13:00:00,3,19.0,4,17.6,2.88
228,2020-04-07 14:00:00,3,12.0,4,12.48,2.8
234,2020-04-07 15:00:00,3,17.0,4,15.36,2.98
240,2020-04-07 16:00:00,3,31.0,4,12.01,3.34
246,2020-04-07 17:00:00,3,25.0,4,14.75,3.77
252,2020-04-07 18:00:00,3,22.0,4,15.65,4.15
258,2020-04-07 19:00:00,3,24.0,4,16.75,4.41
264,2020-04-07 20:00:00,3,22.0,4,13.44,4.55
270,2020-04-07 21:00:00,3,10.0,4,13.15,4.61
276,2020-04-07 22:00:00,3,24.0,4,11.35,4.63
282,2020-04-07 23:00:00,3,27.0,4,12.35,4.63
288,2020-04-08 00:00:00,3,22.0,4,15.14,4.63
294,2020-04-08 01:00:00,3,19.0,4,13.95,4.61
300,2020-04-08 02:00:00,3,26.0,4,14.82,4.55
306,2020-04-08 03:00:00,3,714.45,4,15.29,4.41
312,2020-04-08 04:00:00,3,22.0,4,15.81,4.16
318,2020-04-08 05:00:00,3,18.0,4,15.56,3.79
326,2020-04-08 06:00:00,3,31.0,4,17.11,3.37
330,2020-04-08 07:00:00,3,39.0,4,16.9,2.99
336,2020-04-08 08:00:00,3,25.0,4,15.59,2.74
342,2020-04-08 09:00:00,3,19.28,4,15.79,2.6
347,2020-04-08 10:00:00,3,24.75,4,15.1,2.55
352,2020-04-08 11:00:00,3,13.53,4,12.5,2.55
357,2020-04-08 12:00:00,3,21.1,4,15.14,2.6
362,2020-04-08 13:00:00,3,11.82,4,12.26,2.74
367,2020-04-08 14:00:00,3,24.58,4,16.16,2.99
373,2020-04-08 15:00:00,3,10.61,4,11.36,3.36
379,2020-04-08 16:00:00,3,18.09,4,13.74,3.78
385,2020-04-08 17:00:00,3,18.28,4,13.36,4.15
391,2020-04-08 18:00:00,3,17.66,4,16.65,4.4
396,2020-04-08 19:00:00,3,17.22,4,12.3,4.54
402,2020-04-08 20:00:00,3,13.8,4,13.88,4.6
408,2020-04-08 21:00:00,3,14.06,4,13.3,4.62
413,2020-04-08 22:00:00,3,16.46,4,15.87,4.62
419,2020-04-08 23:00:00,3,10.88,4,17.79,4.62
425,2020-04-09 00:00:00,3,23.34,4,14.13,4.62
429,2020-04-09 01:00:00,3,22.72,4,16.99,4.62
433,2020-04-09 02:00:00,3,8.89,4,14.83,4.62
439,2020-04-09 03:00:00,3,16.58,4,14.51,4.61
443,2020-04-09 04:00:00,3,22.05,4,13.0,4.59
449,2020-04-09 05:00:00,3,10.09,4,13.35,4.53
455,2020-04-09 06:00:00,3,16.75,4,12.0,4.39
460,2020-04-09 07:00:00,3,12.72,4,17.65,4.19
465,2020-04-09 08:00:00,3,9.09,4,13.04,4.0
471,2020-04-09 09:00:00,3,14.69,4,18.06,3.91
476,2020-04-09 10:00:00,3,14.36,4,15.24,3.99
482,2020-04-09 11:00:00,3,14.54,4,11.82,4.18
488,2020-04-09 12:00:00,3,14.19,4,17.51,4.38
494,2020-04-09 13:00:00,3,17.17,4,14.64,4.51
500,2020-04-09 14:00:00,3,22.51,4,10.85,4.58
506,2020-04-09 15:00:00,3,21.05,4,12.21,4.6
510,2020-04-09 16:00:00,3,15.94,4,14.97,4.61
514,2020-04-09 17:00:00,3,10.21,4,15.97,4.61
517,2020-04-09 18:00:00,3,3.6,4,10.38,4.61
522,2020-04-09 19:00:00,3,21.18,4,19.7,4.61
527,2020-04-09 20:00:00,3,31.55,4,10.92,4.61
532,2020-04-09 21:00:00,3,27.95,4,14.9,4.61
535,2020-04-09 22:00:00,3,21.76,4,20.94,4.61
538,2020-04-09 23:00:00,3,29.16,4,19.0,4.61
541,2020-04-10 00:00:00,3,20.36,4,17.34,4.61
545,2020-04-10 01:00:00,3,24.11,4,10.46,4.61
