,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,2,19.04,1,16.59,2.09
6,2020-04-06 01:00:00,2,24.29,1,13.44,2.09
12,2020-04-06 02:00:00,2,19.54,1,14.92,2.08
18,2020-04-06 03:00:00,2,19.79,1,13.77,2.06
24,2020-04-06 04:00:00,2,33.05,1,16.21,2.01
30,2020-04-06 05:00:00,2,28.3,1,16.63,1.94
36,2020-04-06 06:00:00,2,24.55,1,14.84,1.85
46,2020-04-06 07:00:00,2,21.97,1,15.32,1.81
48,2020-04-06 08:00:00,2,22.05,4,11.68,1.85
54,2020-04-06 09:00:00,2,21.31,6,16.72,1.97
60,2020-04-06 10:00:00,2,23.56,6,15.5,2.11
66,2020-04-06 11:00:00,2,22.81,6,15.32,2.22
72,2020-04-06 12:00:00,2,23.06,6,17.6,2.26
78,2020-04-06 13:00:00,2,21.31,6,15.02,2.21
84,2020-04-06 14:00:00,2,24.57,6,14.7,2.06
90,2020-04-06 15:00:00,2,27.82,6,18.51,1.82
100,2020-04-06 16:00:00,2,21.24,6,12.08,1.53
103,2020-04-06 17:00:00,2,25.36,1,13.05,1.27
108,2020-04-06 18:00:00,2,29.57,1,13.07,1.11
114,2020-04-06 19:00:00,2,29.83,1,15.3,1.12
121,2020-04-06 20:00:00,2,30.12,1,13.13,1.26
126,2020-04-06 21:00:00,2,27.33,1,14.26,1.5
132,2020-04-06 22:00:00,2,28.58,1,10.22,1.74
138,2020-04-06 23:00:00,2,24.83,1,12.3,1.92
144,2020-04-07 00:00:00,2,20.09,1,11.76,2.02
150,2020-04-07 01:00:00,2,27.34,1,17.62,2.06
156,2020-04-07 02:00:00,2,23.59,1,16.57,2.06
162,2020-04-07 03:00:00,2,21.84,1,11.64,2.03
168,2020-04-07 04:00:00,2,33.09,1,14.98,1.97
174,2020-04-07 05:00:00,2,23.35,1,16.44,1.89
180,2020-04-07 06:00:00,2,28.6,1,16.24,1.82
189,2020-04-07 07:00:00,2,27.98,4,15.77,1.83
192,2020-04-07 08:00:00,2,26.1,6,15.5,1.93
198,2020-04-07 09:00:00,2,32.35,6,14.7,2.07
204,2020-04-07 10:00:00,2,30.61,6,15.32,2.2
210,2020-04-07 11:00:00,2,28.86,6,13.66,2.27
216,2020-04-07 12:00:00,2,30.11,6,16.66,2.27
222,2020-04-07 13:00:00,2,31.36,6,13.39,2.19
228,2020-04-07 14:00:00,2,18.61,6,13.06,2.04
234,2020-04-07 15:00:00,2,34.87,6,12.47,1.86
244,2020-04-07 16:00:00,2,38.29,6,13.47,1.72
246,2020-04-07 17:00:00,2,38.37,1,15.18,1.7
252,2020-04-07 18:00:00,2,39.62,1,16.03,1.78
258,2020-04-07 19:00:00,2,37.87,1,18.0,1.89
264,2020-04-07 20:00:00,2,32.13,1,18.92,1.99
270,2020-04-07 21:00:00,2,24.38,1,15.43,2.05
276,2020-04-07 22:00:00,2,29.63,1,19.47,2.07
282,2020-04-07 23:00:00,2,39.88,1,12.43,2.08
288,2020-04-08 00:00:00,2,35.13,1,15.4,2.08
294,2020-04-08 01:00:00,2,36.39,1,12.17,2.08
300,2020-04-08 02:00:00,2,32.64,1,14.05,2.06
306,2020-04-08 03:00:00,2,29.89,1,12.4,2.03
312,2020-04-08 04:00:00,2,33.14,1,12.4,1.96
