,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 06:00:00,18,19.62,4,19.09,1.15
2,2020-04-06 07:00:00,18,37.77,6,13.49,1.27
8,2020-04-06 08:00:00,18,75.54,6,12.02,1.44
14,2020-04-06 09:00:00,18,53.96,6,16.72,1.59
20,2020-04-06 10:00:00,18,37.77,6,15.5,1.68
26,2020-04-06 11:00:00,18,40.47,6,15.32,1.71
32,2020-04-06 12:00:00,18,32.38,6,17.6,1.72
38,2020-04-06 13:00:00,18,53.96,6,15.02,1.7
44,2020-04-06 14:00:00,18,45.86,6,14.7,1.65
50,2020-04-06 15:00:00,18,37.77,6,18.51,1.59
60,2020-04-06 16:00:00,18,29.63,6,12.08,1.51
62,2020-04-07 12:00:00,18,24.69,4,17.9,1.45
63,2020-04-07 13:00:00,18,34.6,6,13.39,1.41
69,2020-04-07 14:00:00,18,27.0,6,13.06,1.38
75,2020-04-07 15:00:00,18,35.1,6,12.47,1.35
85,2020-04-07 16:00:00,18,15.94,4,13.14,1.35
87,2020-04-08 07:00:00,18,29.72,6,14.4,1.38
92,2020-04-08 08:00:00,18,40.48,6,16.44,1.46
98,2020-04-08 09:00:00,18,35.43,6,13.18,1.56
104,2020-04-08 10:00:00,18,59.14,6,11.65,1.65
110,2020-04-08 11:00:00,18,21.72,6,15.45,1.69
116,2020-04-08 12:00:00,18,42.72,6,12.03,1.69
122,2020-04-08 13:00:00,18,46.01,6,16.47,1.63
128,2020-04-08 14:00:00,18,42.41,6,16.92,1.54
134,2020-04-08 15:00:00,18,52.87,6,16.74,1.44
141,2020-04-08 16:00:00,18,9.68,4,18.49,1.38
142,2020-04-09 12:00:00,18,28.46,4,17.55,1.41
144,2020-04-09 13:00:00,18,53.58,6,12.74,1.48
151,2020-04-09 14:00:00,18,28.58,6,21.68,1.53
156,2020-04-09 15:00:00,18,55.05,6,16.35,1.51
165,2020-04-09 16:00:00,18,50.65,6,15.97,1.46
168,2020-04-10 12:00:00,18,61.04,6,25.68,1.42
171,2020-04-10 13:00:00,18,50.12,6,16.7,1.42
177,2020-04-10 14:00:00,18,39.01,6,15.28,1.46
183,2020-04-10 15:00:00,18,40.72,6,15.72,1.5
192,2020-04-10 16:00:00,18,25.0,4,14.48,1.52
