,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,12,20.0,9,16.46,1.76
6,2020-04-06 01:00:00,12,18.0,9,11.03,1.76
12,2020-04-06 02:00:00,12,25.0,9,15.38,1.76
16,2020-04-06 03:00:00,12,2.0,9,17.3,1.75
19,2020-04-06 04:00:00,12,23.0,9,11.95,1.74
24,2020-04-06 05:00:00,12,15.0,9,16.13,1.75
30,2020-04-06 06:00:00,12,19.0,9,14.7,1.82
35,2020-04-06 07:00:00,12,11.0,9,15.16,1.95
38,2020-04-06 08:00:00,12,22.0,4,11.68,2.15
44,2020-04-06 09:00:00,12,26.0,4,15.44,2.35
50,2020-04-06 10:00:00,12,26.0,4,11.27,2.5
56,2020-04-06 11:00:00,12,21.0,4,12.83,2.59
62,2020-04-06 12:00:00,12,25.0,4,13.35,2.62
68,2020-04-06 13:00:00,12,13.0,4,16.36,2.61
74,2020-04-06 14:00:00,12,14.0,4,12.81,2.55
80,2020-04-06 15:00:00,12,25.0,4,11.16,2.44
86,2020-04-06 16:00:00,12,4.0,4,16.52,2.29
92,2020-04-06 17:00:00,12,17.0,9,12.0,2.11
95,2020-04-06 18:00:00,12,10.0,9,13.15,1.95
101,2020-04-06 19:00:00,12,17.0,9,16.4,1.84
106,2020-04-06 20:00:00,12,22.0,9,17.0,1.78
112,2020-04-06 21:00:00,12,24.0,9,14.38,1.76
115,2020-04-06 22:00:00,12,18.0,9,17.89,1.75
119,2020-04-06 23:00:00,12,13.0,9,14.74,1.75
124,2020-04-07 00:00:00,12,14.0,9,17.99,1.75
129,2020-04-07 01:00:00,12,16.0,9,17.36,1.74
134,2020-04-07 02:00:00,12,15.0,9,14.01,1.74
140,2020-04-07 03:00:00,12,21.0,9,12.48,1.73
143,2020-04-07 04:00:00,12,18.0,9,16.08,1.74
146,2020-04-07 05:00:00,12,27.0,9,10.24,1.8
152,2020-04-07 06:00:00,12,17.0,9,11.06,1.94
157,2020-04-07 07:00:00,12,14.0,4,17.04,2.14
163,2020-04-07 08:00:00,12,19.0,4,15.85,2.35
169,2020-04-07 09:00:00,12,18.0,4,14.09,2.5
175,2020-04-07 10:00:00,12,3.0,4,12.58,2.59
181,2020-04-07 11:00:00,12,16.0,4,16.63,2.62
187,2020-04-07 12:00:00,12,23.0,4,16.22,2.6
193,2020-04-07 13:00:00,12,16.0,4,17.6,2.52
199,2020-04-07 14:00:00,12,15.0,4,12.48,2.38
205,2020-04-07 15:00:00,12,27.0,4,15.36,2.19
216,2020-04-07 16:00:00,12,12.0,9,15.85,1.99
217,2020-04-07 17:00:00,12,18.0,9,16.64,1.84
222,2020-04-07 18:00:00,12,22.0,9,13.68,1.76
227,2020-04-07 19:00:00,12,2.0,9,13.09,1.74
231,2020-04-07 20:00:00,12,17.0,9,16.28,1.74
235,2020-04-07 21:00:00,12,18.0,9,13.53,1.74
239,2020-04-07 22:00:00,12,19.0,9,14.63,1.75
245,2020-04-07 23:00:00,12,21.0,9,13.49,1.75
250,2020-04-08 00:00:00,12,30.0,9,11.6,1.75
254,2020-04-08 01:00:00,12,20.0,9,14.89,1.75
259,2020-04-08 02:00:00,12,21.0,9,12.57,1.75
264,2020-04-08 03:00:00,12,1.0,9,16.44,1.76
268,2020-04-08 04:00:00,12,29.0,9,14.04,1.78
273,2020-04-08 05:00:00,12,19.0,9,14.55,1.83
277,2020-04-08 06:00:00,12,21.0,9,13.17,1.93
284,2020-04-08 07:00:00,12,23.0,9,18.07,2.08
288,2020-04-08 08:00:00,12,22.0,4,15.59,2.27
293,2020-04-08 09:00:00,12,19.03,4,15.79,2.44
298,2020-04-08 10:00:00,12,13.6,4,15.1,2.55
302,2020-04-08 11:00:00,12,19.78,4,12.5,2.62
307,2020-04-08 12:00:00,12,5.81,4,14.34,2.64
312,2020-04-08 13:00:00,12,12.76,4,12.45,2.62
317,2020-04-08 14:00:00,12,23.31,4,16.16,2.56
323,2020-04-08 15:00:00,12,22.53,4,11.36,2.45
329,2020-04-08 16:00:00,12,14.59,4,13.74,2.29
335,2020-04-08 17:00:00,12,19.51,9,12.45,2.11
336,2020-04-08 18:00:00,12,20.57,9,15.41,1.95
341,2020-04-08 19:00:00,12,29.02,9,13.26,1.84
346,2020-04-08 20:00:00,12,16.72,9,15.49,1.78
350,2020-04-08 21:00:00,12,18.34,9,15.04,1.76
355,2020-04-08 22:00:00,12,19.4,9,14.35,1.75
359,2020-04-08 23:00:00,12,9.26,9,13.41,1.75
362,2020-04-09 00:00:00,12,15.47,9,14.71,1.74
368,2020-04-09 01:00:00,12,11.31,9,7.9,1.73
372,2020-04-09 02:00:00,12,26.57,9,11.01,1.7
376,2020-04-09 03:00:00,12,19.94,9,13.01,1.63
381,2020-04-09 04:00:00,12,14.11,9,13.87,1.52
385,2020-04-09 05:00:00,12,16.07,9,14.68,1.38
394,2020-04-09 06:00:00,12,19.0,12,18.2,1.28
396,2020-04-09 20:00:00,12,29.61,12,22.81,1.28
400,2020-04-09 21:00:00,12,24.21,9,21.4,1.39
402,2020-04-09 22:00:00,12,15.91,9,23.53,1.53
405,2020-04-09 23:00:00,12,14.53,9,21.83,1.65
408,2020-04-10 00:00:00,12,22.77,9,26.14,1.72
410,2020-04-10 01:00:00,12,45.99,9,28.83,1.75
