,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,8,9.0,12,13.09,1.55
5,2020-04-06 01:00:00,8,9.0,12,13.52,1.55
10,2020-04-06 02:00:00,8,5.0,12,17.39,1.55
15,2020-04-06 03:00:00,8,7.0,12,14.76,1.55
21,2020-04-06 04:00:00,8,9.0,12,14.87,1.55
25,2020-04-06 05:00:00,8,13.0,12,14.56,1.55
30,2020-04-06 06:00:00,8,12.0,12,12.7,1.55
35,2020-04-06 07:00:00,8,9.0,12,14.03,1.55
40,2020-04-06 08:00:00,8,10.0,12,17.59,1.56
44,2020-04-06 09:00:00,8,10.0,12,14.69,1.6
49,2020-04-06 10:00:00,8,5.0,12,18.91,1.69
55,2020-04-06 11:00:00,8,14.0,12,15.1,1.88
64,2020-04-06 12:00:00,8,10.0,9,18.29,2.15
72,2020-04-06 13:00:00,8,11.0,9,15.59,2.41
73,2020-04-06 14:00:00,8,10.0,9,14.63,2.53
79,2020-04-06 15:00:00,8,10.0,9,16.05,2.45
86,2020-04-06 16:00:00,8,13.0,12,14.19,2.22
88,2020-04-06 17:00:00,8,10.0,12,14.34,1.94
97,2020-04-06 18:00:00,8,12.0,12,13.87,1.74
100,2020-04-06 19:00:00,8,10.0,12,15.98,1.62
106,2020-04-06 20:00:00,8,7.0,12,12.3,1.57
111,2020-04-06 21:00:00,8,15.0,12,14.89,1.55
116,2020-04-06 22:00:00,8,8.0,12,12.09,1.55
120,2020-04-06 23:00:00,8,12.0,12,12.83,1.55
124,2020-04-07 00:00:00,8,10.0,12,17.48,1.55
129,2020-04-07 01:00:00,8,10.0,12,16.06,1.55
133,2020-04-07 02:00:00,8,10.0,12,12.84,1.55
139,2020-04-07 03:00:00,8,8.0,12,15.78,1.57
145,2020-04-07 04:00:00,8,9.0,12,14.51,1.62
150,2020-04-07 05:00:00,8,10.0,12,14.35,1.74
156,2020-04-07 06:00:00,8,17.0,12,16.91,1.97
160,2020-04-07 07:00:00,8,14.0,12,16.29,2.3
164,2020-04-07 08:00:00,8,12.0,9,13.81,2.67
170,2020-04-07 09:00:00,8,8.0,9,14.58,3.0
176,2020-04-07 10:00:00,8,9.0,9,15.13,3.22
182,2020-04-07 11:00:00,8,11.0,9,16.79,3.32
188,2020-04-07 12:00:00,8,12.0,9,11.61,3.32
194,2020-04-07 13:00:00,8,6.0,9,16.93,3.21
200,2020-04-07 14:00:00,8,13.0,9,16.48,2.95
206,2020-04-07 15:00:00,8,12.0,9,16.45,2.55
215,2020-04-07 16:00:00,8,7.0,12,14.32,2.06
217,2020-04-07 17:00:00,8,10.0,12,14.84,1.58
224,2020-04-07 18:00:00,8,7.0,12,11.56,1.25
229,2020-04-07 19:00:00,8,8.0,12,13.66,1.13
235,2020-04-07 20:00:00,8,12.0,12,16.28,1.18
241,2020-04-07 21:00:00,8,7.0,12,12.14,1.3
