,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,13,12.0,13,13.55,4.16
6,2020-04-06 01:00:00,13,16.0,13,14.75,4.16
12,2020-04-06 02:00:00,13,19.0,13,14.89,4.16
18,2020-04-06 03:00:00,13,10.0,13,16.43,4.16
24,2020-04-06 04:00:00,13,17.0,13,15.26,4.13
30,2020-04-06 05:00:00,13,18.0,13,14.17,4.07
36,2020-04-06 06:00:00,13,18.0,13,15.21,3.92
42,2020-04-06 07:00:00,13,15.0,13,15.62,3.65
48,2020-04-06 08:00:00,13,19.0,13,14.24,3.27
58,2020-04-06 09:00:00,13,19.0,14,17.26,2.86
60,2020-04-06 10:00:00,13,15.0,14,15.58,2.53
66,2020-04-06 11:00:00,13,14.0,14,17.26,2.33
72,2020-04-06 12:00:00,13,11.0,14,14.87,2.26
79,2020-04-06 13:00:00,13,22.0,14,13.21,2.34
84,2020-04-06 14:00:00,13,15.0,14,13.83,2.56
90,2020-04-06 15:00:00,13,17.0,14,15.8,2.91
96,2020-04-06 16:00:00,13,16.0,13,12.32,3.32
102,2020-04-06 17:00:00,13,13.0,13,11.84,3.69
108,2020-04-06 18:00:00,13,10.0,13,13.75,3.94
114,2020-04-06 19:00:00,13,17.0,13,15.92,4.08
120,2020-04-06 20:00:00,13,13.0,13,16.79,4.14
126,2020-04-06 21:00:00,13,16.0,13,15.08,4.16
132,2020-04-06 22:00:00,13,21.0,13,14.59,4.16
138,2020-04-06 23:00:00,13,17.0,13,14.8,4.16
144,2020-04-07 00:00:00,13,18.0,13,19.55,4.16
150,2020-04-07 01:00:00,13,15.0,13,16.0,4.16
156,2020-04-07 02:00:00,13,13.0,13,12.92,4.16
162,2020-04-07 03:00:00,13,20.0,13,14.95,4.16
168,2020-04-07 04:00:00,13,20.0,13,14.91,4.16
174,2020-04-07 05:00:00,13,21.0,13,14.04,4.14
180,2020-04-07 06:00:00,13,18.0,13,16.29,4.08
186,2020-04-07 07:00:00,13,18.0,13,14.02,3.94
192,2020-04-07 08:00:00,13,15.0,13,13.63,3.69
198,2020-04-07 09:00:00,13,12.0,13,15.16,3.35
208,2020-04-07 10:00:00,13,24.0,14,12.11,3.0
210,2020-04-07 11:00:00,13,11.0,14,14.79,2.76
216,2020-04-07 12:00:00,13,15.0,14,13.7,2.66
222,2020-04-07 13:00:00,13,21.0,14,12.91,2.7
228,2020-04-07 14:00:00,13,11.0,14,10.83,2.82
239,2020-04-07 15:00:00,13,18.0,14,16.95,3.04
240,2020-04-07 16:00:00,13,18.0,13,11.94,3.36
246,2020-04-07 17:00:00,13,17.0,13,14.93,3.71
252,2020-04-07 18:00:00,13,19.0,13,15.19,4.02
258,2020-04-07 19:00:00,13,14.0,6,13.44,4.21
268,2020-04-07 20:00:00,13,16.0,13,13.34,4.27
270,2020-04-07 21:00:00,13,21.0,13,14.04,4.26
276,2020-04-07 22:00:00,13,11.0,13,14.38,4.22
282,2020-04-07 23:00:00,13,17.0,13,16.2,4.2
288,2020-04-08 00:00:00,13,16.0,13,14.02,4.18
294,2020-04-08 01:00:00,13,16.0,13,14.74,4.18
300,2020-04-08 02:00:00,13,18.0,13,16.88,4.17
306,2020-04-08 03:00:00,13,16.0,13,15.06,4.17
312,2020-04-08 04:00:00,13,16.0,13,11.52,4.17
318,2020-04-08 05:00:00,13,18.0,13,15.28,4.17
324,2020-04-08 06:00:00,13,16.0,13,15.78,4.15
330,2020-04-08 07:00:00,13,17.0,13,13.97,4.08
336,2020-04-08 08:00:00,13,13.0,13,13.78,3.93
342,2020-04-08 09:00:00,13,20.86,13,13.6,3.64
347,2020-04-08 10:00:00,13,17.87,13,14.95,3.21
353,2020-04-08 11:00:00,13,54.28,14,15.08,2.72
356,2020-04-08 12:00:00,13,56.36,13,16.67,2.27
358,2020-04-08 13:00:00,13,55.94,13,16.44,1.94
361,2020-04-08 14:00:00,13,52.17,13,10.89,1.75
366,2020-04-08 15:00:00,13,19.67,13,14.24,1.75
369,2020-04-08 16:00:00,13,13.26,13,21.68,1.97
374,2020-04-08 17:00:00,13,12.26,13,10.37,2.41
377,2020-04-08 18:00:00,13,15.29,13,14.45,2.96
382,2020-04-08 19:00:00,13,13.31,13,15.14,3.48
386,2020-04-08 20:00:00,13,21.08,13,16.66,3.85
392,2020-04-08 21:00:00,13,5.77,13,20.26,4.05
398,2020-04-08 22:00:00,13,14.64,13,13.94,4.14
404,2020-04-08 23:00:00,13,17.49,13,15.82,4.16
410,2020-04-09 00:00:00,13,16.06,13,14.42,4.17
416,2020-04-09 01:00:00,13,15.12,13,14.96,4.17
422,2020-04-09 02:00:00,13,13.39,13,13.16,4.17
428,2020-04-09 03:00:00,13,18.04,13,11.99,4.17
434,2020-04-09 04:00:00,13,7.69,13,14.52,4.16
440,2020-04-09 05:00:00,13,6.16,13,12.52,4.14
446,2020-04-09 06:00:00,13,7.9,13,15.48,4.06
452,2020-04-09 07:00:00,13,10.73,13,15.78,3.86
458,2020-04-09 08:00:00,13,5.96,13,14.73,3.5
464,2020-04-09 09:00:00,13,11.51,13,8.91,2.97
475,2020-04-09 10:00:00,13,14.33,4,15.71,2.37
476,2020-04-09 11:00:00,13,4.14,4,11.82,1.84
484,2020-04-09 12:00:00,13,18.85,13,15.92,1.5
491,2020-04-09 13:00:00,13,12.54,4,11.18,1.38
496,2020-04-09 14:00:00,13,19.81,13,17.76,1.45
500,2020-04-09 15:00:00,13,93.24,13,20.16,1.6
506,2020-04-09 16:00:00,13,95.84,13,18.98,1.75
512,2020-04-09 17:00:00,13,96.93,13,18.16,1.89
518,2020-04-09 18:00:00,13,100.73,13,16.21,2.04
524,2020-04-09 19:00:00,13,97.04,13,16.44,2.29
533,2020-04-09 20:00:00,13,8.61,13,13.59,2.66
536,2020-04-09 21:00:00,13,24.58,13,12.32,3.12
542,2020-04-09 22:00:00,13,18.48,13,17.92,3.56
548,2020-04-09 23:00:00,13,20.12,13,12.61,3.88
554,2020-04-10 00:00:00,13,11.84,13,13.58,4.05
560,2020-04-10 01:00:00,13,18.09,13,7.75,4.12
566,2020-04-10 02:00:00,13,20.18,13,20.22,4.12
572,2020-04-10 03:00:00,13,8.7,13,13.16,4.04
578,2020-04-10 04:00:00,13,13.24,13,10.29,3.84
584,2020-04-10 05:00:00,13,28.58,13,18.15,3.45
590,2020-04-10 06:00:00,13,8.68,13,11.09,2.9
598,2020-04-10 07:00:00,13,16.94,13,17.78,2.27
602,2020-04-10 08:00:00,13,5.17,13,19.08,1.72
608,2020-04-10 09:00:00,13,23.72,13,14.01,1.34
614,2020-04-10 10:00:00,13,19.61,13,17.11,1.13
620,2020-04-10 11:00:00,13,15.37,13,15.2,1.05
626,2020-04-10 12:00:00,13,15.4,13,14.55,1.02
632,2020-04-10 13:00:00,13,14.81,13,22.7,1.01
638,2020-04-10 14:00:00,13,15.35,13,14.24,1.01
644,2020-04-10 15:00:00,13,18.16,13,13.36,1.02
650,2020-04-10 16:00:00,13,16.76,13,12.32,1.04
656,2020-04-10 17:00:00,13,7.96,13,12.62,1.11
662,2020-04-10 18:00:00,13,28.33,13,17.48,1.29
668,2020-04-10 19:00:00,13,8.9,13,19.94,1.62
674,2020-04-10 20:00:00,13,25.08,13,52.9,2.13
680,2020-04-10 21:00:00,13,7.76,13,10.41,2.73
686,2020-04-10 22:00:00,13,1.21,13,19.34,3.27
692,2020-04-10 23:00:00,13,20.62,13,8.41,3.58
