,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,14,17.0,13,13.55,4.48
6,2020-04-06 01:00:00,14,13.0,13,14.75,4.47
12,2020-04-06 02:00:00,14,21.0,13,14.89,4.43
18,2020-04-06 03:00:00,14,14.0,13,16.43,4.33
24,2020-04-06 04:00:00,14,16.0,13,15.26,4.15
30,2020-04-06 05:00:00,14,11.0,13,14.17,3.89
37,2020-04-06 06:00:00,14,21.0,14,11.88,3.62
42,2020-04-06 07:00:00,14,12.0,14,14.87,3.39
48,2020-04-06 08:00:00,14,16.0,14,13.39,3.24
54,2020-04-06 09:00:00,14,15.0,14,18.48,3.17
60,2020-04-06 10:00:00,14,15.0,14,15.58,3.15
66,2020-04-06 11:00:00,14,21.0,14,17.26,3.15
72,2020-04-06 12:00:00,14,15.0,14,14.87,3.16
78,2020-04-06 13:00:00,14,11.0,14,11.41,3.2
84,2020-04-06 14:00:00,14,20.0,14,13.83,3.29
90,2020-04-06 15:00:00,14,17.0,14,15.8,3.46
96,2020-04-06 16:00:00,14,16.0,14,12.34,3.7
102,2020-04-06 17:00:00,14,14.0,13,11.84,3.96
108,2020-04-06 18:00:00,14,15.0,13,13.75,4.19
114,2020-04-06 19:00:00,14,16.0,13,15.92,4.35
120,2020-04-06 20:00:00,14,19.0,13,16.79,4.43
126,2020-04-06 21:00:00,14,15.0,13,15.08,4.46
132,2020-04-06 22:00:00,14,23.0,13,14.59,4.48
138,2020-04-06 23:00:00,14,18.0,13,14.8,4.48
144,2020-04-07 00:00:00,14,13.0,13,19.55,4.48
150,2020-04-07 01:00:00,14,16.0,13,16.0,4.48
156,2020-04-07 02:00:00,14,17.0,13,12.92,4.46
162,2020-04-07 03:00:00,14,20.0,13,14.95,4.43
168,2020-04-07 04:00:00,14,16.0,13,14.91,4.34
174,2020-04-07 05:00:00,14,12.0,13,14.04,4.18
180,2020-04-07 06:00:00,14,16.0,13,16.29,3.94
191,2020-04-07 07:00:00,14,14.0,14,15.27,3.67
192,2020-04-07 08:00:00,14,14.0,14,14.18,3.43
198,2020-04-07 09:00:00,14,22.0,14,15.11,3.27
204,2020-04-07 10:00:00,14,17.0,14,13.66,3.18
210,2020-04-07 11:00:00,14,18.0,14,14.79,3.15
216,2020-04-07 12:00:00,14,19.0,14,13.7,3.16
222,2020-04-07 13:00:00,14,15.0,14,12.91,3.21
228,2020-04-07 14:00:00,14,13.0,14,10.83,3.32
234,2020-04-07 15:00:00,14,18.0,14,16.21,3.5
240,2020-04-07 16:00:00,14,15.0,14,15.31,3.75
246,2020-04-07 17:00:00,14,13.0,13,14.93,4.02
252,2020-04-07 18:00:00,14,14.0,13,15.19,4.23
258,2020-04-07 19:00:00,14,14.0,13,16.38,4.37
264,2020-04-07 20:00:00,14,18.0,13,12.51,4.45
270,2020-04-07 21:00:00,14,20.0,13,14.04,4.48
276,2020-04-07 22:00:00,14,14.0,13,14.38,4.48
282,2020-04-07 23:00:00,14,12.0,13,16.2,4.49
288,2020-04-08 00:00:00,14,13.0,13,14.02,4.49
294,2020-04-08 01:00:00,14,14.0,13,14.74,4.48
300,2020-04-08 02:00:00,14,12.0,13,16.88,4.47
306,2020-04-08 03:00:00,14,16.0,13,15.06,4.43
312,2020-04-08 04:00:00,14,18.0,13,11.52,4.35
318,2020-04-08 05:00:00,14,18.0,13,15.28,4.19
324,2020-04-08 06:00:00,14,9.0,13,15.78,3.99
334,2020-04-08 07:00:00,14,24.0,14,14.47,3.85
336,2020-04-08 08:00:00,14,16.0,14,16.13,3.89
339,2020-04-08 09:00:00,14,19.48,14,14.93,4.18
342,2020-04-08 10:00:00,14,19.32,14,14.16,4.59
344,2020-04-08 11:00:00,14,17.62,14,16.04,4.87
346,2020-04-08 21:00:00,14,16.17,14,15.28,4.86
348,2020-04-08 22:00:00,14,29.22,14,14.48,4.64
352,2020-04-08 23:00:00,14,16.29,13,15.82,4.44
354,2020-04-09 00:00:00,14,15.05,13,14.42,4.36
359,2020-04-09 01:00:00,14,17.66,13,15.63,4.38
363,2020-04-09 02:00:00,14,17.72,13,13.16,4.43
366,2020-04-09 03:00:00,14,17.52,13,11.99,4.45
371,2020-04-09 04:00:00,14,13.42,13,21.12,4.42
376,2020-04-09 05:00:00,14,8.38,13,12.52,4.32
382,2020-04-09 06:00:00,14,16.37,13,15.48,4.07
388,2020-04-09 07:00:00,14,12.67,13,15.78,3.66
399,2020-04-09 08:00:00,14,16.36,13,9.39,3.16
402,2020-04-09 09:00:00,14,13.08,12,14.24,2.78
404,2020-04-10 20:00:00,14,27.64,12,23.29,2.71
406,2020-04-10 21:00:00,14,23.4,13,10.41,2.98
411,2020-04-10 22:00:00,14,14.51,13,21.31,3.4
416,2020-04-10 23:00:00,14,16.12,13,8.41,3.7
