,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,19,18.0,4,14.71,0.54
6,2020-04-06 01:00:00,19,28.0,4,14.2,0.56
12,2020-04-06 02:00:00,19,24.0,4,13.53,0.6
18,2020-04-06 03:00:00,19,28.0,4,16.44,0.75
24,2020-04-06 04:00:00,19,22.0,4,16.62,1.1
30,2020-04-06 05:00:00,19,18.0,4,16.76,1.76
36,2020-04-06 06:00:00,19,16.0,4,11.49,2.72
42,2020-04-06 07:00:00,19,14.0,13,15.62,3.81
48,2020-04-06 08:00:00,19,28.0,13,14.24,4.76
54,2020-04-06 09:00:00,19,28.0,13,11.38,5.42
60,2020-04-06 10:00:00,19,14.0,13,13.4,5.76
66,2020-04-06 11:00:00,19,30.0,13,13.57,5.86
72,2020-04-06 12:00:00,19,10.0,13,12.24,5.76
78,2020-04-06 13:00:00,19,14.0,13,18.36,5.43
84,2020-04-06 14:00:00,19,16.0,13,13.53,4.79
90,2020-04-06 15:00:00,19,18.0,13,11.1,3.86
101,2020-04-06 16:00:00,19,18.0,4,13.91,2.82
102,2020-04-06 17:00:00,19,6.0,4,14.01,1.91
108,2020-04-06 18:00:00,19,36.0,4,16.5,1.27
119,2020-04-06 19:00:00,19,20.0,4,16.55,0.9
120,2020-04-06 20:00:00,19,24.0,4,12.99,0.71
126,2020-04-06 21:00:00,19,20.0,4,11.13,0.62
132,2020-04-06 22:00:00,19,28.0,4,11.29,0.58
138,2020-04-06 23:00:00,19,14.0,4,14.66,0.56
144,2020-04-07 00:00:00,19,26.0,4,16.95,0.55
150,2020-04-07 01:00:00,19,16.0,4,19.89,0.56
156,2020-04-07 02:00:00,19,16.0,4,13.58,0.57
162,2020-04-07 03:00:00,19,34.0,4,13.48,0.61
168,2020-04-07 04:00:00,19,24.0,4,15.54,0.76
174,2020-04-07 05:00:00,19,18.0,4,12.81,1.11
180,2020-04-07 06:00:00,19,18.0,4,19.13,1.77
186,2020-04-07 07:00:00,19,18.0,4,17.04,2.73
192,2020-04-07 08:00:00,19,18.0,13,13.63,3.81
198,2020-04-07 09:00:00,19,24.0,13,15.16,4.77
204,2020-04-07 10:00:00,19,20.0,13,15.1,5.41
210,2020-04-07 11:00:00,19,24.0,13,13.71,5.72
216,2020-04-07 12:00:00,19,30.0,13,11.5,5.72
222,2020-04-07 13:00:00,19,28.0,13,14.34,5.43
228,2020-04-07 14:00:00,19,26.0,13,15.32,4.81
234,2020-04-07 15:00:00,19,22.0,13,14.32,3.93
243,2020-04-07 16:00:00,19,22.0,4,12.37,2.95
246,2020-04-07 17:00:00,19,24.0,4,14.75,2.09
252,2020-04-07 18:00:00,19,32.0,4,15.65,1.47
262,2020-04-07 19:00:00,19,12.0,4,16.71,1.08
264,2020-04-07 20:00:00,19,28.0,4,13.44,0.83
270,2020-04-07 21:00:00,19,32.0,4,13.15,0.68
276,2020-04-07 22:00:00,19,22.0,4,11.35,0.59
282,2020-04-07 23:00:00,19,40.0,4,12.35,0.56
288,2020-04-08 00:00:00,19,12.0,4,15.14,0.55
294,2020-04-08 01:00:00,19,40.0,4,13.95,0.55
300,2020-04-08 02:00:00,19,28.0,4,14.82,0.56
306,2020-04-08 03:00:00,19,14.0,4,15.29,0.6
312,2020-04-08 04:00:00,19,12.0,4,15.81,0.75
318,2020-04-08 05:00:00,19,20.0,4,15.56,1.1
324,2020-04-08 06:00:00,19,22.0,4,13.11,1.76
330,2020-04-08 07:00:00,19,6.0,4,16.9,2.72
336,2020-04-08 08:00:00,19,12.0,13,13.78,3.81
341,2020-04-08 09:00:00,19,33.78,13,13.6,4.77
345,2020-04-08 10:00:00,19,20.26,13,15.94,5.41
351,2020-04-08 11:00:00,19,20.96,13,16.28,5.72
357,2020-04-08 12:00:00,19,16.58,13,16.1,5.72
363,2020-04-08 13:00:00,19,18.91,13,14.25,5.41
369,2020-04-08 14:00:00,19,35.92,13,10.89,4.77
375,2020-04-08 15:00:00,19,16.26,13,15.96,3.81
386,2020-04-08 16:00:00,19,4.43,4,14.53,2.73
387,2020-04-08 17:00:00,19,20.95,4,13.36,1.77
393,2020-04-08 18:00:00,19,26.47,4,16.65,1.11
399,2020-04-08 19:00:00,19,27.37,4,12.3,0.76
405,2020-04-08 20:00:00,19,13.4,4,13.88,0.61
411,2020-04-08 21:00:00,19,14.92,4,13.3,0.56
417,2020-04-08 22:00:00,19,20.31,4,15.87,0.55
423,2020-04-08 23:00:00,19,25.15,4,17.79,0.55
429,2020-04-09 00:00:00,19,33.75,4,17.95,0.55
435,2020-04-09 01:00:00,19,17.06,4,16.99,0.56
441,2020-04-09 02:00:00,19,27.44,4,14.83,0.61
447,2020-04-09 03:00:00,19,11.81,4,16.61,0.76
453,2020-04-09 04:00:00,19,16.82,4,13.0,1.11
459,2020-04-09 05:00:00,19,27.03,4,13.35,1.77
465,2020-04-09 06:00:00,19,15.89,4,12.0,2.73
470,2020-04-09 07:00:00,19,21.69,13,15.78,3.81
476,2020-04-09 08:00:00,19,36.79,13,14.73,4.77
482,2020-04-09 09:00:00,19,38.03,13,8.91,5.42
488,2020-04-09 10:00:00,19,15.88,13,13.1,5.76
494,2020-04-09 11:00:00,19,16.34,13,6.95,5.86
500,2020-04-09 12:00:00,19,12.61,13,14.39,5.76
506,2020-04-09 13:00:00,19,11.58,13,12.75,5.42
512,2020-04-09 14:00:00,19,24.43,13,16.02,4.77
518,2020-04-09 15:00:00,19,35.94,13,20.16,3.81
525,2020-04-09 16:00:00,19,14.52,4,3.8,2.72
529,2020-04-09 17:00:00,19,30.34,4,15.97,1.76
536,2020-04-09 18:00:00,19,32.97,4,22.97,1.1
541,2020-04-09 19:00:00,19,42.13,4,19.7,0.75
547,2020-04-09 20:00:00,19,32.35,4,10.92,0.6
553,2020-04-09 21:00:00,19,41.76,4,14.9,0.55
559,2020-04-09 22:00:00,19,31.99,4,20.94,0.54
565,2020-04-09 23:00:00,19,21.89,4,16.78,0.54
571,2020-04-10 00:00:00,19,18.17,4,17.11,0.54
577,2020-04-10 01:00:00,19,17.02,4,10.46,0.54
583,2020-04-10 02:00:00,19,19.34,4,12.52,0.55
589,2020-04-10 03:00:00,19,6.75,4,17.72,0.6
595,2020-04-10 04:00:00,19,24.56,4,14.04,0.75
601,2020-04-10 05:00:00,19,40.43,4,12.91,1.1
607,2020-04-10 06:00:00,19,34.69,4,14.85,1.76
613,2020-04-10 07:00:00,19,12.58,4,9.86,2.72
618,2020-04-10 08:00:00,19,24.14,13,19.08,3.81
623,2020-04-10 09:00:00,19,18.6,13,19.67,4.76
625,2020-04-10 10:00:00,19,20.33,13,16.16,5.41
630,2020-04-10 11:00:00,19,14.12,13,15.2,5.72
635,2020-04-10 12:00:00,19,20.67,13,16.0,5.72
639,2020-04-10 13:00:00,19,23.42,13,22.7,5.41
643,2020-04-10 14:00:00,19,39.01,13,14.24,4.77
649,2020-04-10 15:00:00,19,14.0,13,13.36,3.81
656,2020-04-10 16:00:00,19,38.54,4,17.99,2.73
660,2020-04-10 17:00:00,19,26.4,4,13.34,1.78
