,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,32,31.0,14,11.03,2.63
6,2020-04-06 01:00:00,32,31.0,14,14.95,2.63
12,2020-04-06 02:00:00,32,27.0,14,16.6,2.63
18,2020-04-06 03:00:00,32,30.0,14,14.74,2.63
24,2020-04-06 04:00:00,32,27.0,14,12.09,2.63
30,2020-04-06 05:00:00,32,31.0,14,13.09,2.62
36,2020-04-06 06:00:00,32,30.0,14,14.12,2.61
42,2020-04-06 07:00:00,32,30.0,14,14.87,2.58
48,2020-04-06 08:00:00,32,31.0,14,13.39,2.52
54,2020-04-06 09:00:00,32,33.0,14,18.48,2.44
60,2020-04-06 10:00:00,32,31.0,14,15.58,2.42
67,2020-04-06 11:00:00,32,35.0,14,12.07,2.51
72,2020-04-06 12:00:00,32,25.0,13,12.24,2.7
78,2020-04-06 13:00:00,32,32.0,14,11.41,2.89
84,2020-04-06 14:00:00,32,30.0,14,13.83,2.96
95,2020-04-06 15:00:00,32,27.0,14,13.04,2.88
96,2020-04-06 16:00:00,32,29.0,14,12.34,2.74
102,2020-04-06 17:00:00,32,28.0,14,13.96,2.64
108,2020-04-06 18:00:00,32,30.0,14,13.04,2.6
114,2020-04-06 19:00:00,32,27.0,14,13.8,2.6
120,2020-04-06 20:00:00,32,29.0,14,12.08,2.6
126,2020-04-06 21:00:00,32,32.0,14,14.85,2.61
132,2020-04-06 22:00:00,32,33.0,14,12.06,2.61
138,2020-04-06 23:00:00,32,30.0,14,15.08,2.61
144,2020-04-07 00:00:00,32,29.0,14,16.93,2.61
150,2020-04-07 01:00:00,32,35.0,14,14.92,2.61
156,2020-04-07 02:00:00,32,25.0,14,17.36,2.61
162,2020-04-07 03:00:00,32,28.0,14,15.0,2.61
168,2020-04-07 04:00:00,32,28.0,14,15.62,2.61
174,2020-04-07 05:00:00,32,29.0,14,11.0,2.61
180,2020-04-07 06:00:00,32,28.0,14,16.92,2.59
186,2020-04-07 07:00:00,32,31.0,14,14.75,2.55
192,2020-04-07 08:00:00,32,30.0,14,14.18,2.46
198,2020-04-07 09:00:00,32,28.0,14,15.11,2.31
204,2020-04-07 10:00:00,32,28.0,14,13.66,2.11
210,2020-04-07 11:00:00,32,31.0,14,14.79,1.93
216,2020-04-07 12:00:00,32,31.0,13,11.5,1.79
227,2020-04-07 13:00:00,32,26.0,13,15.45,1.73
228,2020-04-07 14:00:00,32,33.0,13,15.32,1.77
234,2020-04-07 15:00:00,32,28.0,13,14.32,1.92
240,2020-04-07 16:00:00,32,34.0,14,15.31,2.14
246,2020-04-07 17:00:00,32,30.0,14,15.58,2.38
256,2020-04-07 18:00:00,32,30.0,14,17.81,2.57
258,2020-04-07 19:00:00,32,32.0,6,13.44,2.66
269,2020-04-07 20:00:00,32,31.0,14,15.39,2.66
270,2020-04-07 21:00:00,32,30.0,14,11.85,2.6
276,2020-04-07 22:00:00,32,29.0,14,13.12,2.57
282,2020-04-07 23:00:00,32,31.0,14,13.0,2.57
288,2020-04-08 00:00:00,32,28.0,14,18.05,2.59
294,2020-04-08 01:00:00,32,34.0,14,12.16,2.61
300,2020-04-08 02:00:00,32,26.0,14,10.66,2.62
306,2020-04-08 03:00:00,32,26.0,14,15.96,2.62
312,2020-04-08 04:00:00,32,26.0,14,12.26,2.62
318,2020-04-08 05:00:00,32,34.0,14,17.11,2.61
324,2020-04-08 06:00:00,32,24.0,14,12.85,2.59
330,2020-04-08 07:00:00,32,26.0,14,18.3,2.54
336,2020-04-08 08:00:00,32,26.0,14,16.13,2.48
340,2020-04-08 09:00:00,32,25.62,14,15.23,2.43
344,2020-04-08 10:00:00,32,31.16,14,17.96,2.46
348,2020-04-08 11:00:00,32,45.28,13,16.28,2.56
354,2020-04-08 12:00:00,32,41.48,13,11.35,2.66
357,2020-04-08 13:00:00,32,35.4,13,14.25,2.66
362,2020-04-08 14:00:00,32,31.84,13,10.89,2.56
372,2020-04-08 15:00:00,32,29.95,14,15.44,2.43
373,2020-04-08 16:00:00,32,28.2,14,12.43,2.37
375,2020-04-08 17:00:00,32,34.17,14,13.52,2.41
380,2020-04-08 18:00:00,32,27.38,14,15.74,2.49
384,2020-04-08 19:00:00,32,28.11,14,12.1,2.56
389,2020-04-08 20:00:00,32,27.62,14,15.11,2.6
395,2020-04-08 21:00:00,32,38.76,14,12.14,2.61
399,2020-04-08 22:00:00,32,33.58,14,17.02,2.61
402,2020-04-08 23:00:00,32,36.03,14,15.17,2.62
406,2020-04-09 00:00:00,32,30.63,14,13.54,2.62
411,2020-04-09 01:00:00,32,30.27,14,13.76,2.62
415,2020-04-09 02:00:00,32,28.09,14,10.27,2.61
418,2020-04-09 03:00:00,32,26.42,14,17.47,2.61
423,2020-04-09 04:00:00,32,34.98,14,13.37,2.58
426,2020-04-09 05:00:00,32,27.98,14,14.36,2.52
430,2020-04-09 06:00:00,32,28.41,14,14.85,2.41
435,2020-04-09 07:00:00,32,24.31,14,17.48,2.25
440,2020-04-09 08:00:00,32,76.51,13,15.26,2.07
445,2020-04-09 09:00:00,32,80.53,13,8.91,1.91
451,2020-04-09 10:00:00,32,81.02,13,13.1,1.81
457,2020-04-09 11:00:00,32,75.24,13,6.95,1.75
463,2020-04-09 12:00:00,32,74.62,13,14.39,1.72
469,2020-04-09 13:00:00,32,81.33,13,12.75,1.71
475,2020-04-09 14:00:00,32,80.36,13,16.02,1.71
481,2020-04-09 15:00:00,32,83.67,13,20.16,1.71
487,2020-04-09 16:00:00,32,71.24,13,17.18,1.72
490,2020-04-09 17:00:00,32,78.04,13,18.16,1.75
496,2020-04-09 18:00:00,32,75.07,13,16.21,1.81
499,2020-04-09 19:00:00,32,77.69,13,16.44,1.91
504,2020-04-09 20:00:00,32,223.17,13,16.79,2.07
509,2020-04-09 21:00:00,32,37.3,14,13.08,2.25
514,2020-04-09 22:00:00,32,41.72,14,17.06,2.41
518,2020-04-09 23:00:00,32,40.21,14,15.09,2.52
523,2020-04-10 00:00:00,32,32.64,14,21.25,2.58
527,2020-04-10 01:00:00,32,26.62,14,17.23,2.6
532,2020-04-10 02:00:00,32,34.6,14,13.76,2.6
536,2020-04-10 03:00:00,32,31.26,14,18.15,2.58
538,2020-04-10 04:00:00,32,41.7,14,19.17,2.52
542,2020-04-10 05:00:00,32,35.75,14,12.37,2.41
546,2020-04-10 06:00:00,32,32.77,14,11.53,2.25
554,2020-04-10 07:00:00,32,81.27,13,17.57,2.07
557,2020-04-10 08:00:00,32,74.99,13,19.16,1.91
560,2020-04-10 09:00:00,32,78.86,13,14.01,1.81
565,2020-04-10 10:00:00,32,82.55,13,17.11,1.75
571,2020-04-10 11:00:00,32,72.88,13,15.2,1.72
576,2020-04-10 12:00:00,32,70.39,13,14.55,1.72
581,2020-04-10 13:00:00,32,89.82,13,22.7,1.71
587,2020-04-10 14:00:00,32,73.63,13,14.24,1.71
593,2020-04-10 15:00:00,32,83.18,13,13.36,1.72
599,2020-04-10 16:00:00,32,83.55,13,12.32,1.72
605,2020-04-10 17:00:00,32,90.81,13,12.62,1.75
611,2020-04-10 18:00:00,32,76.22,13,17.48,1.81
617,2020-04-10 19:00:00,32,80.02,13,22.18,1.92
622,2020-04-10 20:00:00,32,74.0,13,52.9,2.07
627,2020-04-10 21:00:00,32,33.23,14,16.37,2.25
633,2020-04-10 22:00:00,32,30.78,14,11.35,2.4
638,2020-04-10 23:00:00,32,21.91,14,14.24,2.49
