,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,28,14.0,11,12.73,6.41
6,2020-04-06 01:00:00,28,17.0,11,13.34,6.37
12,2020-04-06 02:00:00,28,15.0,11,13.39,6.24
18,2020-04-06 03:00:00,28,13.0,11,16.76,5.93
24,2020-04-06 04:00:00,28,13.0,11,17.64,5.38
30,2020-04-06 05:00:00,28,16.0,11,12.15,4.62
39,2020-04-06 06:00:00,28,13.0,11,11.77,3.82
42,2020-04-06 07:00:00,28,23.0,11,12.41,3.18
48,2020-04-06 08:00:00,28,23.0,11,14.75,2.8
54,2020-04-06 09:00:00,28,24.0,11,17.87,2.64
60,2020-04-06 10:00:00,28,25.0,11,11.15,2.59
66,2020-04-06 11:00:00,28,25.0,11,13.91,2.6
72,2020-04-06 12:00:00,28,24.0,11,16.67,2.63
78,2020-04-06 13:00:00,28,25.0,11,15.57,2.73
84,2020-04-06 14:00:00,28,24.0,11,17.78,2.97
90,2020-04-06 15:00:00,28,23.0,11,14.73,3.43
97,2020-04-06 16:00:00,28,13.0,11,15.68,4.1
102,2020-04-06 17:00:00,28,15.0,11,12.76,4.86
108,2020-04-06 18:00:00,28,14.0,11,14.98,5.55
114,2020-04-06 19:00:00,28,12.0,11,14.24,6.02
120,2020-04-06 20:00:00,28,12.0,11,14.44,6.27
126,2020-04-06 21:00:00,28,16.0,11,12.06,6.38
132,2020-04-06 22:00:00,28,13.0,11,12.26,6.41
138,2020-04-06 23:00:00,28,14.0,11,10.64,6.42
144,2020-04-07 00:00:00,28,12.0,11,15.53,6.42
150,2020-04-07 01:00:00,28,11.0,11,18.24,6.42
156,2020-04-07 02:00:00,28,15.0,11,11.97,6.42
162,2020-04-07 03:00:00,28,13.0,11,17.09,6.42
168,2020-04-07 04:00:00,28,12.0,11,13.11,6.42
174,2020-04-07 05:00:00,28,14.0,11,14.74,6.41
180,2020-04-07 06:00:00,28,15.0,11,14.19,6.38
186,2020-04-07 07:00:00,28,17.0,11,16.93,6.29
192,2020-04-07 08:00:00,28,15.0,11,14.26,6.06
198,2020-04-07 09:00:00,28,12.0,11,13.88,5.6
204,2020-04-07 10:00:00,28,14.0,11,15.79,4.88
215,2020-04-07 11:00:00,28,11.0,11,14.39,4.02
216,2020-04-07 12:00:00,28,14.0,11,16.73,3.26
222,2020-04-07 13:00:00,28,12.0,11,11.76,2.83
228,2020-04-07 14:00:00,28,27.0,11,12.47,2.87
234,2020-04-07 15:00:00,28,23.0,11,15.72,3.39
243,2020-04-07 16:00:00,28,11.0,11,14.54,4.32
246,2020-04-07 17:00:00,28,16.0,11,17.06,5.43
252,2020-04-07 18:00:00,28,13.0,11,14.67,6.37
258,2020-04-07 19:00:00,28,14.0,11,12.34,6.9
267,2020-04-07 20:00:00,28,16.0,11,14.37,7.0
270,2020-04-07 21:00:00,28,15.0,11,14.88,6.85
276,2020-04-07 22:00:00,28,12.0,11,13.51,6.65
282,2020-04-07 23:00:00,28,11.0,11,11.83,6.53
288,2020-04-08 00:00:00,28,15.0,11,15.28,6.47
294,2020-04-08 01:00:00,28,13.0,11,13.5,6.44
300,2020-04-08 02:00:00,28,15.0,11,17.74,6.39
306,2020-04-08 03:00:00,28,15.0,11,13.15,6.27
312,2020-04-08 04:00:00,28,13.0,11,16.08,5.99
318,2020-04-08 05:00:00,28,13.0,11,13.82,5.47
324,2020-04-08 06:00:00,28,15.0,11,14.38,4.75
333,2020-04-08 07:00:00,28,15.0,11,14.68,3.96
336,2020-04-08 08:00:00,28,25.0,11,15.06,3.3
340,2020-04-08 09:00:00,28,26.66,11,15.07,2.88
343,2020-04-08 10:00:00,28,22.23,11,12.36,2.68
346,2020-04-08 11:00:00,28,26.49,11,15.71,2.61
350,2020-04-08 12:00:00,28,23.01,11,12.89,2.61
353,2020-04-08 13:00:00,28,24.48,11,15.49,2.67
357,2020-04-08 14:00:00,28,25.09,11,15.96,2.84
363,2020-04-08 15:00:00,28,23.27,11,20.08,3.22
370,2020-04-08 16:00:00,28,15.96,11,19.1,3.81
374,2020-04-08 17:00:00,28,9.24,11,14.52,4.54
375,2020-04-08 18:00:00,28,14.49,14,15.74,5.24
378,2020-04-08 19:00:00,28,11.85,14,12.1,5.76
380,2020-04-08 20:00:00,28,15.87,11,16.82,6.1
382,2020-04-08 21:00:00,28,14.0,11,17.1,6.28
384,2020-04-08 22:00:00,28,13.56,11,16.48,6.36
387,2020-04-08 23:00:00,28,12.88,11,20.35,6.4
393,2020-04-09 00:00:00,28,18.41,11,21.55,6.41
396,2020-04-09 01:00:00,28,16.21,11,21.91,6.42
401,2020-04-09 02:00:00,28,7.78,11,24.06,6.42
404,2020-04-09 03:00:00,28,9.87,11,19.1,6.42
406,2020-04-09 04:00:00,28,12.69,11,23.64,6.45
407,2020-04-09 05:00:00,28,15.26,11,20.6,6.52
410,2020-04-09 06:00:00,28,9.25,11,17.65,6.71
414,2020-04-09 07:00:00,28,20.03,11,12.98,7.08
420,2020-04-09 08:00:00,28,17.3,11,14.64,7.67
425,2020-04-09 09:00:00,28,9.05,11,19.49,8.42
430,2020-04-09 20:00:00,28,1422.98,14,19.52,9.16
436,2020-04-09 21:00:00,28,1482.12,14,10.98,9.74
439,2020-04-09 22:00:00,28,1501.89,14,17.8,10.1
442,2020-04-09 23:00:00,28,1501.07,14,23.88,10.28
445,2020-04-10 00:00:00,28,1497.55,14,14.94,10.35
448,2020-04-10 01:00:00,28,1510.08,14,17.23,10.37
450,2020-04-10 02:00:00,28,1488.77,14,13.76,10.37
456,2020-04-10 03:00:00,28,1491.29,14,18.15,10.38
459,2020-04-10 04:00:00,28,1499.72,14,16.86,10.38
460,2020-04-10 05:00:00,28,1505.27,14,12.37,10.38
464,2020-04-10 06:00:00,28,1504.24,14,15.3,10.38
470,2020-04-10 07:00:00,28,984.11,14,1.9,10.38
