,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,7,12.0,9,15.4,0.75
4,2020-04-06 01:00:00,7,14.0,9,11.03,0.75
9,2020-04-06 02:00:00,7,15.0,9,15.38,0.75
13,2020-04-06 03:00:00,7,6.0,9,17.3,0.75
18,2020-04-06 04:00:00,7,4.0,9,11.95,0.75
23,2020-04-06 05:00:00,7,13.0,9,12.27,0.75
27,2020-04-06 06:00:00,7,8.0,9,12.95,0.75
33,2020-04-06 07:00:00,7,10.0,9,16.2,0.75
38,2020-04-06 08:00:00,7,14.0,9,14.46,0.75
43,2020-04-06 09:00:00,7,17.0,9,14.09,0.73
48,2020-04-06 10:00:00,7,15.0,9,14.56,0.71
52,2020-04-06 11:00:00,7,14.0,9,11.1,0.68
61,2020-04-06 12:00:00,7,15.0,9,13.66,0.63
63,2020-04-06 13:00:00,7,16.0,4,17.49,0.57
69,2020-04-06 14:00:00,7,11.0,4,13.06,0.52
74,2020-04-06 15:00:00,7,13.0,4,11.16,0.51
80,2020-04-06 16:00:00,7,9.0,4,16.52,0.58
86,2020-04-06 17:00:00,7,8.0,9,12.01,0.69
92,2020-04-06 18:00:00,7,11.0,9,13.46,0.79
98,2020-04-06 19:00:00,7,13.0,9,12.18,0.84
99,2020-04-06 20:00:00,7,4.0,9,17.0,0.82
104,2020-04-06 21:00:00,7,12.0,9,14.71,0.79
109,2020-04-06 22:00:00,7,9.0,9,17.89,0.76
115,2020-04-06 23:00:00,7,10.0,9,15.3,0.75
116,2020-04-07 00:00:00,7,8.0,9,17.99,0.74
121,2020-04-07 01:00:00,7,15.0,9,12.2,0.74
127,2020-04-07 02:00:00,7,10.0,9,14.01,0.74
133,2020-04-07 03:00:00,7,10.0,9,12.22,0.74
139,2020-04-07 04:00:00,7,16.0,9,14.4,0.74
145,2020-04-07 05:00:00,7,15.0,9,10.24,0.74
151,2020-04-07 06:00:00,7,17.0,9,12.28,0.74
155,2020-04-07 07:00:00,7,10.0,9,11.03,0.74
161,2020-04-07 08:00:00,7,8.0,9,14.28,0.74
165,2020-04-07 09:00:00,7,7.0,9,14.58,0.74
171,2020-04-07 10:00:00,7,11.0,9,15.2,0.72
174,2020-04-07 11:00:00,7,7.0,9,16.79,0.66
184,2020-04-07 12:00:00,7,6.0,4,17.9,0.57
185,2020-04-07 13:00:00,7,13.0,4,17.6,0.46
191,2020-04-07 14:00:00,7,15.0,4,12.48,0.38
197,2020-04-07 15:00:00,7,7.0,4,15.36,0.37
203,2020-04-07 16:00:00,7,8.0,4,12.01,0.42
208,2020-04-07 17:00:00,7,10.0,9,16.64,0.52
216,2020-04-07 18:00:00,7,13.0,9,13.82,0.62
217,2020-04-07 19:00:00,7,6.0,9,15.94,0.69
223,2020-04-07 20:00:00,7,5.0,9,16.28,0.72
226,2020-04-07 21:00:00,7,18.0,9,13.53,0.74
232,2020-04-07 22:00:00,7,20.0,9,14.63,0.74
238,2020-04-07 23:00:00,7,7.0,9,13.49,0.75
243,2020-04-08 00:00:00,7,11.0,9,11.6,0.75
248,2020-04-08 01:00:00,7,9.0,9,13.48,0.74
254,2020-04-08 02:00:00,7,14.0,9,12.57,0.74
259,2020-04-08 03:00:00,7,11.0,9,16.44,0.72
265,2020-04-08 04:00:00,7,13.0,9,14.04,0.69
271,2020-04-08 05:00:00,7,15.0,9,13.91,0.61
276,2020-04-08 06:00:00,7,10.0,9,13.17,0.51
282,2020-04-08 07:00:00,7,10.0,4,16.9,0.39
288,2020-04-08 08:00:00,7,8.0,4,15.59,0.29
294,2020-04-08 09:00:00,7,13.98,4,15.79,0.22
300,2020-04-08 10:00:00,7,12.1,4,15.1,0.18
305,2020-04-08 11:00:00,7,15.27,4,12.5,0.17
311,2020-04-08 12:00:00,7,12.36,4,14.34,0.17
317,2020-04-08 13:00:00,7,8.67,4,12.45,0.18
323,2020-04-08 14:00:00,7,14.79,4,16.16,0.22
329,2020-04-08 15:00:00,7,9.5,4,11.36,0.29
335,2020-04-08 16:00:00,7,13.3,4,13.74,0.39
340,2020-04-08 17:00:00,7,4.46,9,13.54,0.51
343,2020-04-08 18:00:00,7,12.52,9,15.41,0.61
349,2020-04-08 19:00:00,7,13.99,9,13.26,0.68
351,2020-04-08 20:00:00,7,10.43,9,15.49,0.72
354,2020-04-08 21:00:00,7,19.1,9,12.74,0.74
356,2020-04-08 22:00:00,7,11.7,9,15.85,0.74
359,2020-04-08 23:00:00,7,6.42,9,12.28,0.74
360,2020-04-09 00:00:00,7,11.65,9,14.71,0.74
363,2020-04-09 01:00:00,7,5.83,9,14.06,0.74
364,2020-04-09 02:00:00,7,16.4,9,11.48,0.74
366,2020-04-09 03:00:00,7,13.54,9,17.06,0.73
368,2020-04-09 04:00:00,7,13.32,9,16.18,0.71
372,2020-04-09 05:00:00,7,11.15,9,16.67,0.68
378,2020-04-09 06:00:00,7,7.72,12,19.8,0.66
380,2020-04-09 19:00:00,7,32.02,12,23.95,0.66
386,2020-04-09 20:00:00,7,35.03,9,20.1,0.68
387,2020-04-09 21:00:00,7,21.8,9,19.76,0.72
392,2020-04-09 22:00:00,7,25.73,9,22.36,0.75
395,2020-04-09 23:00:00,7,22.55,9,21.83,0.76
398,2020-04-10 00:00:00,7,7.94,9,21.14,0.77
404,2020-04-10 01:00:00,7,6.67,9,28.83,0.77
408,2020-04-10 02:00:00,7,18.04,9,25.57,0.77
412,2020-04-10 03:00:00,7,14.31,9,19.01,0.77
415,2020-04-10 04:00:00,7,19.88,9,18.83,0.79
420,2020-04-10 05:00:00,7,7.96,9,19.26,0.83
425,2020-04-10 06:00:00,7,16.92,9,24.52,0.9
430,2020-04-10 07:00:00,7,4.29,12,24.44,0.99
431,2020-04-10 20:00:00,7,16.79,12,23.56,1.04
432,2020-04-10 21:00:00,7,19.71,12,14.64,1.0
435,2020-04-10 22:00:00,7,14.79,9,17.66,0.91
440,2020-04-10 23:00:00,7,27.0,9,17.43,0.83
