,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,25,29.0,11,12.73,1.16
6,2020-04-06 01:00:00,25,26.0,11,13.34,1.16
12,2020-04-06 02:00:00,25,27.0,11,13.39,1.15
18,2020-04-06 03:00:00,25,28.0,11,16.76,1.13
24,2020-04-06 04:00:00,25,29.0,11,17.64,1.08
30,2020-04-06 05:00:00,25,28.0,11,12.15,1.02
37,2020-04-06 06:00:00,25,25.0,11,16.51,0.95
42,2020-04-06 07:00:00,25,27.0,6,13.49,0.89
48,2020-04-06 08:00:00,25,28.0,6,12.02,0.86
54,2020-04-06 09:00:00,25,29.0,6,16.72,0.84
60,2020-04-06 10:00:00,25,28.0,6,15.5,0.83
66,2020-04-06 11:00:00,25,25.0,6,15.32,0.83
72,2020-04-06 12:00:00,25,26.0,6,17.6,0.83
78,2020-04-06 13:00:00,25,28.0,6,15.02,0.84
84,2020-04-06 14:00:00,25,29.0,6,14.7,0.85
90,2020-04-06 15:00:00,25,28.0,6,18.51,0.87
96,2020-04-06 16:00:00,25,26.0,6,17.81,0.92
103,2020-04-06 17:00:00,25,29.0,11,13.44,0.98
108,2020-04-06 18:00:00,25,28.0,11,14.98,1.05
114,2020-04-06 19:00:00,25,27.0,11,14.24,1.1
120,2020-04-06 20:00:00,25,28.0,11,14.44,1.14
126,2020-04-06 21:00:00,25,25.0,11,12.06,1.16
132,2020-04-06 22:00:00,25,25.0,11,12.26,1.17
138,2020-04-06 23:00:00,25,30.0,11,10.64,1.17
144,2020-04-07 00:00:00,25,27.0,11,15.53,1.17
150,2020-04-07 01:00:00,25,28.0,11,18.24,1.17
156,2020-04-07 02:00:00,25,30.0,11,11.97,1.17
162,2020-04-07 03:00:00,25,26.0,11,17.09,1.17
168,2020-04-07 04:00:00,25,30.0,11,13.11,1.17
174,2020-04-07 05:00:00,25,28.0,11,14.74,1.17
180,2020-04-07 06:00:00,25,28.0,11,14.19,1.17
186,2020-04-07 07:00:00,25,29.0,11,16.93,1.17
192,2020-04-07 08:00:00,25,28.0,11,14.26,1.16
198,2020-04-07 09:00:00,25,27.0,11,13.88,1.14
204,2020-04-07 10:00:00,25,31.0,11,15.79,1.09
210,2020-04-07 11:00:00,25,27.0,11,15.37,1.03
220,2020-04-07 12:00:00,25,28.0,6,17.94,0.96
222,2020-04-07 13:00:00,25,29.0,6,13.39,0.91
228,2020-04-07 14:00:00,25,28.0,6,13.06,0.87
234,2020-04-07 15:00:00,25,28.0,6,12.47,0.88
240,2020-04-07 16:00:00,25,26.0,6,13.09,0.9
247,2020-04-07 17:00:00,25,30.0,11,16.53,0.95
252,2020-04-07 18:00:00,25,31.0,11,14.67,1.0
258,2020-04-07 19:00:00,25,28.0,11,12.34,1.06
264,2020-04-07 20:00:00,25,27.0,11,18.47,1.1
270,2020-04-07 21:00:00,25,29.0,11,14.88,1.13
276,2020-04-07 22:00:00,25,26.0,11,13.51,1.15
282,2020-04-07 23:00:00,25,29.0,11,11.83,1.16
288,2020-04-08 00:00:00,25,30.0,11,15.28,1.17
294,2020-04-08 01:00:00,25,26.0,11,13.5,1.17
300,2020-04-08 02:00:00,25,29.0,11,17.74,1.17
306,2020-04-08 03:00:00,25,25.0,11,13.15,1.17
312,2020-04-08 04:00:00,25,27.0,11,16.08,1.17
318,2020-04-08 05:00:00,25,0.0,11,13.82,1.17
324,2020-04-08 06:00:00,25,0.0,11,14.38,1.17
330,2020-04-08 07:00:00,25,0.0,11,15.28,1.16
336,2020-04-08 08:00:00,25,0.0,11,15.06,1.15
339,2020-04-08 09:00:00,25,0.14,11,14.83,1.13
340,2020-04-08 10:00:00,25,30.4,11,14.94,1.09
344,2020-04-08 11:00:00,25,31.4,11,15.71,1.04
349,2020-04-08 12:00:00,25,26.33,11,15.73,0.99
352,2020-04-08 13:00:00,25,25.66,6,13.58,0.95
353,2020-04-08 14:00:00,25,28.82,6,16.92,0.93
359,2020-04-08 15:00:00,25,22.8,6,16.74,0.94
370,2020-04-08 16:00:00,25,23.24,6,13.66,0.97
374,2020-04-08 17:00:00,25,22.09,11,14.52,1.03
376,2020-04-08 18:00:00,25,21.78,11,12.92,1.08
380,2020-04-08 19:00:00,25,26.84,11,18.43,1.12
382,2020-04-08 20:00:00,25,24.1,11,15.91,1.15
388,2020-04-08 21:00:00,25,30.43,11,13.16,1.16
391,2020-04-08 22:00:00,25,25.04,11,16.48,1.16
393,2020-04-08 23:00:00,25,31.34,11,20.35,1.16
396,2020-04-09 00:00:00,25,31.19,11,22.12,1.16
400,2020-04-09 01:00:00,25,30.11,11,18.99,1.16
404,2020-04-09 02:00:00,25,25.25,11,20.84,1.16
406,2020-04-09 03:00:00,25,24.37,11,16.53,1.18
411,2020-04-09 04:00:00,25,21.36,11,20.75,1.23
414,2020-04-09 05:00:00,25,31.76,11,20.6,1.41
417,2020-04-09 06:00:00,25,21.25,11,17.65,1.86
421,2020-04-09 07:00:00,25,22.27,11,12.98,2.76
424,2020-04-09 08:00:00,25,21.42,11,19.82,4.17
428,2020-04-09 09:00:00,25,18.28,11,19.49,5.93
434,2020-04-09 10:00:00,25,37.63,14,11.96,7.65
437,2020-04-09 19:00:00,25,1392.97,14,15.43,8.98
438,2020-04-09 20:00:00,25,1505.09,14,16.57,9.79
442,2020-04-09 21:00:00,25,1514.45,14,13.08,10.18
447,2020-04-09 22:00:00,25,1510.08,14,17.06,10.32
450,2020-04-09 23:00:00,25,1511.49,14,15.09,10.36
452,2020-04-10 00:00:00,25,1504.99,14,12.74,10.37
455,2020-04-10 01:00:00,25,1511.77,14,17.23,10.38
458,2020-04-10 02:00:00,25,1515.89,14,18.9,10.38
461,2020-04-10 03:00:00,25,1512.61,14,9.44,10.38
465,2020-04-10 04:00:00,25,1509.27,14,14.21,10.38
467,2020-04-10 05:00:00,25,1510.43,14,12.37,10.38
470,2020-04-10 06:00:00,25,1521.32,14,15.3,10.38
474,2020-04-10 07:00:00,25,985.11,14,1.9,10.38
476,2020-04-10 08:00:00,25,180.69,14,14.24,10.38
