,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,26,28.0,11,12.73,4.06
6,2020-04-06 01:00:00,26,31.0,11,13.34,4.06
12,2020-04-06 02:00:00,26,32.0,11,13.39,4.06
18,2020-04-06 03:00:00,26,30.0,11,16.76,4.08
24,2020-04-06 04:00:00,26,27.0,11,17.64,4.17
30,2020-04-06 05:00:00,26,33.0,11,12.15,4.45
36,2020-04-06 06:00:00,26,34.0,11,16.43,5.09
44,2020-04-06 07:00:00,26,45.0,11,14.98,6.12
48,2020-04-06 08:00:00,26,33.0,14,13.39,7.39
54,2020-04-06 09:00:00,26,34.0,14,18.48,8.57
60,2020-04-06 10:00:00,26,33.0,14,15.58,9.4
66,2020-04-06 11:00:00,26,29.0,14,17.26,9.8
72,2020-04-06 12:00:00,26,33.0,14,14.87,9.79
78,2020-04-06 13:00:00,26,32.0,14,11.41,9.34
84,2020-04-06 14:00:00,26,29.0,14,13.83,8.41
90,2020-04-06 15:00:00,26,33.0,14,15.8,7.07
99,2020-04-06 16:00:00,26,44.0,11,14.37,5.61
102,2020-04-06 17:00:00,26,35.0,11,12.76,4.45
108,2020-04-06 18:00:00,26,34.0,11,14.98,3.83
114,2020-04-06 19:00:00,26,33.0,11,14.24,3.67
120,2020-04-06 20:00:00,26,34.0,11,14.44,3.77
126,2020-04-06 21:00:00,26,37.0,11,12.06,3.91
132,2020-04-06 22:00:00,26,35.0,11,12.26,4.0
138,2020-04-06 23:00:00,26,34.0,11,10.64,4.04
144,2020-04-07 00:00:00,26,32.0,11,15.53,4.06
150,2020-04-07 01:00:00,26,33.0,11,18.24,4.06
156,2020-04-07 02:00:00,26,34.0,11,11.97,4.08
162,2020-04-07 03:00:00,26,34.0,11,17.09,4.17
168,2020-04-07 04:00:00,26,32.0,11,13.11,4.45
174,2020-04-07 05:00:00,26,34.0,11,14.74,5.08
181,2020-04-07 06:00:00,26,43.0,11,15.67,6.11
186,2020-04-07 07:00:00,26,36.0,14,14.75,7.38
192,2020-04-07 08:00:00,26,33.0,14,14.18,8.57
198,2020-04-07 09:00:00,26,36.0,14,15.11,9.43
204,2020-04-07 10:00:00,26,39.0,14,13.66,9.9
210,2020-04-07 11:00:00,26,37.0,14,14.79,10.07
216,2020-04-07 12:00:00,26,36.0,14,13.7,10.02
222,2020-04-07 13:00:00,26,34.0,14,12.91,9.74
228,2020-04-07 14:00:00,26,36.0,14,10.83,9.13
234,2020-04-07 15:00:00,26,35.0,14,16.21,8.12
245,2020-04-07 16:00:00,26,35.0,11,13.59,6.84
247,2020-04-07 17:00:00,26,34.0,11,16.53,5.61
252,2020-04-07 18:00:00,26,34.0,11,14.67,4.71
258,2020-04-07 19:00:00,26,34.0,11,12.34,4.23
264,2020-04-07 20:00:00,26,32.0,11,18.47,4.06
270,2020-04-07 21:00:00,26,34.0,11,14.88,4.03
276,2020-04-07 22:00:00,26,33.0,11,13.51,4.04
282,2020-04-07 23:00:00,26,35.0,11,11.83,4.05
288,2020-04-08 00:00:00,26,34.0,11,15.28,4.05
294,2020-04-08 01:00:00,26,35.0,11,13.5,4.05
300,2020-04-08 02:00:00,26,35.0,11,17.74,4.05
306,2020-04-08 03:00:00,26,36.0,11,13.15,4.05
312,2020-04-08 04:00:00,26,33.0,11,16.08,4.05
318,2020-04-08 05:00:00,26,34.0,11,13.82,4.13
324,2020-04-08 06:00:00,26,35.0,11,14.38,4.38
330,2020-04-08 07:00:00,26,34.0,11,15.28,4.99
336,2020-04-08 08:00:00,26,33.0,11,15.06,6.01
342,2020-04-08 09:00:00,26,35.0,14,15.23,7.29
348,2020-04-08 10:00:00,26,35.0,14,17.96,8.5
354,2020-04-08 11:00:00,26,35.0,14,16.04,9.35
360,2020-04-08 12:00:00,26,35.0,14,14.54,9.73
366,2020-04-08 13:00:00,26,35.0,14,14.71,9.65
372,2020-04-08 14:00:00,26,35.0,14,14.18,9.11
378,2020-04-08 15:00:00,26,35.0,14,16.21,8.13
389,2020-04-08 16:00:00,26,35.0,11,12.53,6.88
391,2020-04-08 17:00:00,26,35.0,11,12.95,5.65
396,2020-04-08 18:00:00,26,35.0,11,12.92,4.74
402,2020-04-08 19:00:00,26,35.0,11,18.43,4.26
408,2020-04-08 20:00:00,26,35.0,11,15.91,4.08
414,2020-04-08 21:00:00,26,35.0,11,16.59,4.04
420,2020-04-08 22:00:00,26,35.0,11,18.35,4.04
426,2020-04-08 23:00:00,26,35.0,11,20.35,4.05
432,2020-04-09 00:00:00,26,35.0,11,22.12,4.05
438,2020-04-09 01:00:00,26,35.0,11,18.99,4.05
444,2020-04-09 02:00:00,26,35.0,11,24.06,4.05
450,2020-04-09 03:00:00,26,35.0,11,16.53,4.05
456,2020-04-09 04:00:00,26,35.0,11,19.4,4.05
462,2020-04-09 05:00:00,26,35.0,11,24.62,4.05
468,2020-04-09 06:00:00,26,35.0,11,17.65,4.05
474,2020-04-09 07:00:00,26,35.0,11,12.98,4.05
480,2020-04-09 08:00:00,26,35.0,11,19.82,4.05
486,2020-04-09 09:00:00,26,35.0,11,19.49,4.05
492,2020-04-09 10:00:00,26,35.0,11,13.97,4.05
498,2020-04-09 11:00:00,26,35.0,11,13.66,4.05
504,2020-04-09 12:00:00,26,35.0,11,16.77,4.05
510,2020-04-09 13:00:00,26,35.0,11,20.25,4.05
516,2020-04-09 14:00:00,26,35.0,11,13.23,4.05
522,2020-04-09 15:00:00,26,35.0,11,15.98,4.05
528,2020-04-09 16:00:00,26,35.0,11,12.07,4.05
534,2020-04-09 17:00:00,26,35.0,11,17.84,4.05
540,2020-04-09 18:00:00,26,35.0,11,21.61,4.05
546,2020-04-09 19:00:00,26,35.0,11,13.87,4.05
552,2020-04-09 20:00:00,26,35.0,11,15.64,4.05
