,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,21,18.0,11,12.73,8.96
6,2020-04-06 01:00:00,21,22.0,11,13.34,8.94
12,2020-04-06 02:00:00,21,36.0,11,13.39,8.88
18,2020-04-06 03:00:00,21,40.0,11,16.76,8.69
24,2020-04-06 04:00:00,21,34.0,11,17.64,8.24
30,2020-04-06 05:00:00,21,36.0,11,12.15,7.39
36,2020-04-06 06:00:00,21,32.0,11,16.43,6.15
44,2020-04-06 07:00:00,21,20.0,14,14.91,4.73
48,2020-04-06 08:00:00,21,20.0,9,14.46,3.47
54,2020-04-06 09:00:00,21,32.0,9,14.09,2.59
60,2020-04-06 10:00:00,21,30.0,9,14.56,2.11
65,2020-04-06 11:00:00,21,22.0,9,15.04,1.91
70,2020-04-06 12:00:00,21,26.0,9,14.19,1.86
75,2020-04-06 13:00:00,21,30.0,9,15.1,1.89
80,2020-04-06 14:00:00,21,30.0,9,14.63,2.06
85,2020-04-06 15:00:00,21,52.0,9,16.05,2.5
90,2020-04-06 16:00:00,21,32.0,9,13.27,3.33
97,2020-04-06 17:00:00,21,24.0,14,12.81,4.58
102,2020-04-06 18:00:00,21,40.0,11,14.98,6.01
108,2020-04-06 19:00:00,21,38.0,11,14.24,7.29
114,2020-04-06 20:00:00,21,64.0,11,14.44,8.18
120,2020-04-06 21:00:00,21,34.0,11,12.06,8.66
126,2020-04-06 22:00:00,21,36.0,11,12.26,8.86
132,2020-04-06 23:00:00,21,40.0,11,10.64,8.92
138,2020-04-07 00:00:00,21,52.0,11,15.53,8.94
144,2020-04-07 01:00:00,21,30.0,11,18.24,8.93
150,2020-04-07 02:00:00,21,34.0,11,11.97,8.86
156,2020-04-07 03:00:00,21,34.0,11,17.09,8.67
162,2020-04-07 04:00:00,21,34.0,11,13.11,8.21
168,2020-04-07 05:00:00,21,50.0,11,14.74,7.34
174,2020-04-07 06:00:00,21,30.0,11,14.19,6.08
185,2020-04-07 07:00:00,21,38.0,14,15.27,4.66
188,2020-04-07 08:00:00,21,34.0,9,11.23,3.41
190,2020-04-07 09:00:00,21,38.0,9,14.58,2.55
195,2020-04-07 10:00:00,21,40.0,9,15.13,2.09
199,2020-04-07 11:00:00,21,28.0,9,16.79,1.91
205,2020-04-07 12:00:00,21,26.0,9,11.61,1.86
210,2020-04-07 13:00:00,21,28.0,9,16.93,1.92
216,2020-04-07 14:00:00,21,42.0,9,16.48,2.12
222,2020-04-07 15:00:00,21,42.0,9,16.45,2.61
227,2020-04-07 16:00:00,21,34.0,9,13.55,3.5
235,2020-04-07 17:00:00,21,36.0,14,12.33,4.76
239,2020-04-07 18:00:00,21,44.0,11,14.67,6.18
245,2020-04-07 19:00:00,21,26.0,11,12.34,7.41
251,2020-04-07 20:00:00,21,26.0,11,18.47,8.25
257,2020-04-07 21:00:00,21,32.0,11,14.88,8.7
263,2020-04-07 22:00:00,21,52.0,11,13.51,8.89
269,2020-04-07 23:00:00,21,18.0,11,11.83,8.94
275,2020-04-08 00:00:00,21,34.0,11,15.28,8.94
281,2020-04-08 01:00:00,21,32.0,11,13.5,8.89
287,2020-04-08 02:00:00,21,38.0,11,17.74,8.7
293,2020-04-08 03:00:00,21,38.0,11,13.15,8.26
299,2020-04-08 04:00:00,21,28.0,11,16.08,7.42
305,2020-04-08 05:00:00,21,30.0,11,13.82,6.2
316,2020-04-08 06:00:00,21,24.0,14,15.96,4.78
320,2020-04-08 07:00:00,21,28.0,9,14.35,3.51
323,2020-04-08 08:00:00,21,36.0,9,13.5,2.62
328,2020-04-08 09:00:00,21,26.06,9,12.8,2.13
329,2020-04-08 10:00:00,21,34.43,9,15.27,1.92
333,2020-04-08 12:00:00,21,44.77,9,13.98,1.87
338,2020-04-08 13:00:00,21,41.19,9,14.45,1.92
342,2020-04-08 14:00:00,21,25.86,9,14.41,2.13
345,2020-04-08 15:00:00,21,39.1,9,17.09,2.62
349,2020-04-08 16:00:00,21,45.72,9,12.86,3.52
355,2020-04-08 17:00:00,21,34.66,14,13.34,4.79
357,2020-04-08 18:00:00,21,27.91,11,12.92,6.19
363,2020-04-08 19:00:00,21,40.66,11,18.43,7.42
367,2020-04-08 20:00:00,21,34.72,11,15.91,8.25
372,2020-04-08 21:00:00,21,31.83,11,16.59,8.69
377,2020-04-08 22:00:00,21,40.52,11,16.48,8.87
380,2020-04-08 23:00:00,21,35.78,11,17.99,8.93
382,2020-04-09 00:00:00,21,19.59,11,21.55,8.95
