,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,22,20.0,11,12.73,7.55
6,2020-04-06 01:00:00,22,16.0,11,13.34,7.55
12,2020-04-06 02:00:00,22,22.0,11,13.39,7.55
18,2020-04-06 03:00:00,22,15.0,11,16.76,7.54
24,2020-04-06 04:00:00,22,20.0,11,17.64,7.53
30,2020-04-06 05:00:00,22,24.0,11,12.15,7.47
36,2020-04-06 06:00:00,22,20.0,11,16.43,7.31
42,2020-04-06 07:00:00,22,19.0,11,12.41,6.91
48,2020-04-06 08:00:00,22,23.0,11,14.75,6.18
54,2020-04-06 09:00:00,22,21.0,11,17.87,5.12
63,2020-04-06 10:00:00,22,15.0,14,12.56,3.95
66,2020-04-06 11:00:00,22,18.0,14,17.26,2.97
72,2020-04-06 12:00:00,22,20.0,14,14.87,2.41
78,2020-04-06 13:00:00,22,17.0,14,11.41,2.38
84,2020-04-06 14:00:00,22,21.0,14,13.83,2.86
93,2020-04-06 15:00:00,22,21.0,14,13.21,3.77
96,2020-04-06 16:00:00,22,25.0,11,14.94,4.91
102,2020-04-06 17:00:00,22,25.0,11,12.76,5.98
108,2020-04-06 18:00:00,22,22.0,11,14.98,6.77
114,2020-04-06 19:00:00,22,20.0,11,14.24,7.23
120,2020-04-06 20:00:00,22,22.0,11,14.44,7.43
126,2020-04-06 21:00:00,22,24.0,11,12.06,7.51
132,2020-04-06 22:00:00,22,23.0,11,12.26,7.53
138,2020-04-06 23:00:00,22,21.0,11,10.64,7.53
144,2020-04-07 00:00:00,22,20.0,11,15.53,7.53
150,2020-04-07 01:00:00,22,29.0,11,18.24,7.53
156,2020-04-07 02:00:00,22,22.0,11,11.97,7.53
162,2020-04-07 03:00:00,22,25.0,11,17.09,7.53
168,2020-04-07 04:00:00,22,19.0,11,13.11,7.52
174,2020-04-07 05:00:00,22,22.0,11,14.74,7.47
180,2020-04-07 06:00:00,22,16.0,11,14.19,7.32
186,2020-04-07 07:00:00,22,17.0,11,16.93,6.95
192,2020-04-07 08:00:00,22,23.0,11,14.26,6.25
198,2020-04-07 09:00:00,22,26.0,11,13.88,5.18
209,2020-04-07 10:00:00,22,24.0,14,16.14,3.93
210,2020-04-07 11:00:00,22,23.0,14,14.79,2.83
218,2020-04-07 12:00:00,22,16.0,14,15.08,2.17
222,2020-04-07 13:00:00,22,24.0,14,12.91,2.11
228,2020-04-07 14:00:00,22,24.0,14,10.83,2.64
236,2020-04-07 15:00:00,22,22.0,14,15.23,3.55
240,2020-04-07 16:00:00,22,21.0,11,11.56,4.51
246,2020-04-07 17:00:00,22,17.0,11,17.06,5.18
257,2020-04-07 18:00:00,22,14.0,11,15.78,5.43
260,2020-04-07 19:00:00,22,17.0,14,14.61,5.45
268,2020-04-07 20:00:00,22,20.0,14,14.8,5.55
270,2020-04-07 21:00:00,22,19.0,14,11.85,5.9
276,2020-04-07 22:00:00,22,25.0,11,13.51,6.41
282,2020-04-07 23:00:00,22,13.0,11,11.83,6.9
288,2020-04-08 00:00:00,22,21.0,11,15.28,7.25
294,2020-04-08 01:00:00,22,24.0,11,13.5,7.44
300,2020-04-08 02:00:00,22,26.0,11,17.74,7.51
306,2020-04-08 03:00:00,22,21.0,11,13.15,7.52
312,2020-04-08 04:00:00,22,12.0,11,16.08,7.48
318,2020-04-08 05:00:00,22,25.0,11,13.82,7.33
324,2020-04-08 06:00:00,22,26.0,11,14.38,6.97
330,2020-04-08 07:00:00,22,24.0,11,15.28,6.29
336,2020-04-08 08:00:00,22,14.0,11,15.06,5.28
342,2020-04-08 09:00:00,22,15.35,14,17.41,4.11
343,2020-04-08 10:00:00,22,19.64,14,17.96,3.07
348,2020-04-08 11:00:00,22,58.77,14,13.39,2.36
352,2020-04-08 12:00:00,22,62.05,14,14.54,2.0
355,2020-04-08 13:00:00,22,15.51,14,18.96,1.92
360,2020-04-08 14:00:00,22,21.31,14,14.18,2.06
366,2020-04-08 15:00:00,22,22.15,14,16.21,2.45
376,2020-04-08 16:00:00,22,60.64,14,14.65,3.15
377,2020-04-08 17:00:00,22,22.33,14,13.52,4.16
380,2020-04-08 18:00:00,22,18.22,11,16.92,5.28
383,2020-04-08 19:00:00,22,26.93,11,15.3,6.28
386,2020-04-08 20:00:00,22,27.26,11,16.82,6.96
391,2020-04-08 21:00:00,22,17.92,11,17.1,7.32
395,2020-04-08 22:00:00,22,21.07,11,16.48,7.47
398,2020-04-08 23:00:00,22,23.06,11,18.97,7.52
400,2020-04-09 00:00:00,22,17.53,11,22.12,7.54
405,2020-04-09 01:00:00,22,18.08,11,18.99,7.55
408,2020-04-09 02:00:00,22,31.94,11,22.85,7.57
413,2020-04-09 03:00:00,22,28.52,11,16.53,7.65
418,2020-04-09 04:00:00,22,15.37,11,19.4,7.83
424,2020-04-09 05:00:00,22,16.21,11,24.62,8.18
429,2020-04-09 06:00:00,22,22.39,11,17.65,8.68
434,2020-04-09 07:00:00,22,15.75,14,12.81,9.25
437,2020-04-09 20:00:00,22,1498.04,14,6.32,9.75
438,2020-04-09 21:00:00,22,1500.8,14,10.98,10.09
441,2020-04-09 22:00:00,22,1493.15,14,12.64,10.27
442,2020-04-09 23:00:00,22,1500.39,14,23.88,10.34
446,2020-04-10 00:00:00,22,1514.62,14,21.25,10.37
450,2020-04-10 01:00:00,22,1500.29,14,17.23,10.37
453,2020-04-10 02:00:00,22,1505.94,14,13.76,10.38
456,2020-04-10 03:00:00,22,1499.9,14,18.82,10.38
461,2020-04-10 04:00:00,22,1509.87,14,19.84,10.38
464,2020-04-10 05:00:00,22,1499.39,14,12.37,10.38
468,2020-04-10 06:00:00,22,1503.99,14,15.3,10.38
