,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
0,2020-04-06 00:00:00,17,47.0,6,11.99,2.37
6,2020-04-06 01:00:00,17,34.0,6,14.19,2.36
10,2020-04-06 02:00:00,17,34.0,6,14.94,2.33
16,2020-04-06 03:00:00,17,31.0,6,16.23,2.29
22,2020-04-06 04:00:00,17,32.0,6,15.16,2.25
28,2020-04-06 05:00:00,17,30.0,6,16.8,2.27
35,2020-04-06 06:00:00,17,33.0,6,11.44,2.41
40,2020-04-06 07:00:00,17,26.0,9,16.2,2.65
46,2020-04-06 08:00:00,17,36.0,9,14.46,2.93
52,2020-04-06 09:00:00,17,42.0,9,14.09,3.15
58,2020-04-06 10:00:00,17,25.0,9,14.56,3.28
64,2020-04-06 11:00:00,17,29.0,9,11.1,3.33
70,2020-04-06 12:00:00,17,43.0,9,14.19,3.31
76,2020-04-06 13:00:00,17,25.0,9,15.1,3.22
82,2020-04-06 14:00:00,17,41.0,9,14.63,3.05
88,2020-04-06 15:00:00,17,29.0,9,16.05,2.83
99,2020-04-06 16:00:00,17,26.0,6,15.27,2.6
100,2020-04-06 17:00:00,17,27.0,6,13.63,2.44
106,2020-04-06 18:00:00,17,32.0,6,17.38,2.36
110,2020-04-06 19:00:00,17,31.0,6,17.03,2.34
116,2020-04-06 20:00:00,17,38.0,6,15.09,2.35
121,2020-04-06 21:00:00,17,31.0,6,11.36,2.36
124,2020-04-06 22:00:00,17,32.0,6,14.26,2.36
129,2020-04-06 23:00:00,17,34.0,6,12.03,2.36
134,2020-04-07 00:00:00,17,37.0,6,12.78,2.36
140,2020-04-07 01:00:00,17,22.0,6,15.96,2.36
146,2020-04-07 02:00:00,17,24.0,6,17.16,2.37
151,2020-04-07 03:00:00,17,31.0,6,16.81,2.4
156,2020-04-07 04:00:00,17,47.0,6,12.46,2.47
161,2020-04-07 05:00:00,17,33.0,6,18.31,2.59
167,2020-04-07 06:00:00,17,42.0,6,17.61,2.77
172,2020-04-07 07:00:00,17,32.0,9,11.03,2.97
178,2020-04-07 08:00:00,17,30.0,9,13.81,3.15
184,2020-04-07 09:00:00,17,24.0,9,14.58,3.27
190,2020-04-07 10:00:00,17,22.0,9,15.13,3.33
196,2020-04-07 11:00:00,17,30.0,9,16.79,3.34
202,2020-04-07 12:00:00,17,37.0,9,11.61,3.3
208,2020-04-07 13:00:00,17,28.0,9,16.93,3.19
214,2020-04-07 14:00:00,17,26.0,9,16.48,3.0
220,2020-04-07 15:00:00,17,29.0,9,16.45,2.76
231,2020-04-07 16:00:00,17,40.0,6,12.71,2.53
232,2020-04-07 17:00:00,17,25.0,6,13.91,2.38
237,2020-04-07 18:00:00,17,30.0,6,11.28,2.32
242,2020-04-07 19:00:00,17,34.0,6,13.44,2.32
248,2020-04-07 20:00:00,17,34.0,6,15.44,2.34
254,2020-04-07 21:00:00,17,36.0,6,14.51,2.36
259,2020-04-07 22:00:00,17,32.0,6,19.41,2.36
264,2020-04-07 23:00:00,17,40.0,6,16.84,2.36
270,2020-04-08 00:00:00,17,31.0,6,12.53,2.36
275,2020-04-08 01:00:00,17,29.0,6,15.53,2.36
280,2020-04-08 02:00:00,17,26.0,6,16.77,2.35
285,2020-04-08 03:00:00,17,29.0,6,15.27,2.33
290,2020-04-08 04:00:00,17,33.0,6,12.82,2.28
294,2020-04-08 05:00:00,17,27.0,6,13.8,2.24
300,2020-04-08 06:00:00,17,26.0,6,12.51,2.26
306,2020-04-08 07:00:00,17,33.0,6,14.4,2.4
311,2020-04-08 08:00:00,17,31.0,9,13.5,2.65
316,2020-04-08 09:00:00,17,32.05,9,17.53,2.93
318,2020-04-08 10:00:00,17,27.98,9,15.27,3.15
321,2020-04-08 11:00:00,17,28.1,9,12.88,3.27
