id,Sensor-id,Timestamp,Long,Lat,Value,Nbrhood
0,1.0,2020-04-06 00:00:00,-119.96665,0.18792,28.978567984972223,Palace Hills
1,1.0,2020-04-06 01:00:00,-119.96665,0.18792,32.79941794464736,Palace Hills
2,1.0,2020-04-06 02:00:00,-119.96665,0.18792,30.556631026694443,Palace Hills
3,1.0,2020-04-06 03:00:00,-119.96665,0.18792,31.139871751920833,Palace Hills
4,1.0,2020-04-06 04:00:00,-119.96665,0.18792,32.61292349364305,Palace Hills
5,1.0,2020-04-06 05:00:00,-119.96665,0.18792,32.684675,Palace Hills
6,1.0,2020-04-06 06:00:00,-119.96665,0.18792,32.548122222222226,Palace Hills
7,1.0,2020-04-06 07:00:00,-119.96665,0.18792,32.00618055555556,Palace Hills
8,1.0,2020-04-06 08:00:00,-119.96665,0.18792,31.631066666666666,Palace Hills
9,1.0,2020-04-06 09:00:00,-119.96665,0.18792,31.14375,Palace Hills
10,1.0,2020-04-06 10:00:00,-119.96665,0.18792,30.628498611111112,Palace Hills
11,1.0,2020-04-06 11:00:00,-119.96665,0.18792,29.768990277777775,Palace Hills
12,1.0,2020-04-06 12:00:00,-119.91725190757576,0.18230682424242423,29.820774242424243,Northwest
13,1.0,2020-04-06 13:00:00,-119.8653575934718,0.15566956379821958,29.362870919881306,Easton
14,1.0,2020-04-06 14:00:00,-119.862638,0.145292,28.68054861111111,Easton
15,1.0,2020-04-06 15:00:00,-119.862638,0.145292,28.873291666666667,Easton
16,1.0,2020-04-06 16:00:00,-119.862901875,0.14554680555555555,28.812962499999998,Easton
17,1.0,2020-04-06 17:00:00,-119.94221105857741,0.17025899860529986,28.411987447698746,Palace Hills
18,1.0,2020-04-06 18:00:00,-119.96655900000002,0.187897,28.13873472222222,Palace Hills
19,1.0,2020-04-06 19:00:00,-119.96655900000002,0.187897,28.309093055555554,Palace Hills
20,1.0,2020-04-06 20:00:00,-119.96655900000002,0.187897,28.063450000000003,Palace Hills
21,1.0,2020-04-06 21:00:00,-119.96655900000002,0.187897,27.90167638888889,Palace Hills
22,1.0,2020-04-06 22:00:00,-119.96655900000002,0.187897,27.94251388888889,Palace Hills
23,1.0,2020-04-06 23:00:00,-119.96655900000002,0.187897,29.142887617985284,Palace Hills
24,1.0,2020-04-07 00:00:00,-119.96655900000002,0.187897,28.528566666666666,Palace Hills
25,1.0,2020-04-07 01:00:00,-119.96655900000002,0.187897,28.976015277777776,Palace Hills
26,1.0,2020-04-07 02:00:00,-119.96655900000002,0.187897,29.62790434071315,Palace Hills
27,1.0,2020-04-07 03:00:00,-119.96655900000002,0.187897,29.90276666666667,Palace Hills
28,1.0,2020-04-07 04:00:00,-119.96655900000002,0.187897,30.061026388888887,Palace Hills
29,1.0,2020-04-07 05:00:00,-119.96655900000002,0.187897,30.145883333333334,Palace Hills
30,1.0,2020-04-07 06:00:00,-119.96655900000002,0.187897,30.364883333333335,Palace Hills
31,1.0,2020-04-07 07:00:00,-119.96303020555555,0.18775049583333336,30.395527777777776,Palace Hills
32,1.0,2020-04-07 08:00:00,-119.87759089592123,0.15888736990154714,29.65853305203938,Weston
33,1.0,2020-04-07 09:00:00,-119.86257,0.145411,29.31555416666667,Easton
34,1.0,2020-04-07 10:00:00,-119.86257,0.145411,28.295494444444447,Easton
35,1.0,2020-04-07 11:00:00,-119.86257,0.145411,27.826999999999998,Easton
36,1.0,2020-04-07 12:00:00,-119.86257,0.145411,27.81992638888889,Easton
37,1.0,2020-04-07 13:00:00,-119.86257,0.145411,27.349418055555553,Easton
38,1.0,2020-04-07 14:00:00,-119.86257,0.145411,27.365509722222225,Easton
39,1.0,2020-04-07 15:00:00,-119.86257,0.145411,27.130481944444444,Easton
40,1.0,2020-04-07 16:00:00,-119.86265570277777,0.1455525875,26.549843055555552,Easton
41,1.0,2020-04-07 17:00:00,-119.93990299303621,0.16932215877437326,25.580362116991644,Palace Hills
42,1.0,2020-04-07 18:00:00,-119.966507,0.187861,25.19879305555556,Palace Hills
43,1.0,2020-04-07 19:00:00,-119.966507,0.187861,24.162205555555555,Palace Hills
44,1.0,2020-04-07 20:00:00,-119.966507,0.187861,24.101166666666668,Palace Hills
45,1.0,2020-04-07 21:00:00,-119.966507,0.187861,23.553816666666666,Palace Hills
46,1.0,2020-04-07 22:00:00,-119.966507,0.187861,23.845177777777774,Palace Hills
47,1.0,2020-04-07 23:00:00,-119.966507,0.187861,24.807804166666664,Palace Hills
48,1.0,2020-04-08 00:00:00,-119.966507,0.187861,25.481261111111113,Palace Hills
49,1.0,2020-04-08 01:00:00,-119.966507,0.187861,26.38885694444444,Palace Hills
50,1.0,2020-04-08 02:00:00,-119.966507,0.187861,27.738968055555556,Palace Hills
51,1.0,2020-04-08 03:00:00,-119.966507,0.187861,28.63570138888889,Palace Hills
52,1.0,2020-04-08 04:00:00,-119.966507,0.187861,29.811527777777776,Palace Hills
53,1.0,2020-04-08 05:00:00,-119.966507,0.187861,30.832195833333333,Palace Hills
54,1.0,2020-04-08 06:00:00,-119.966507,0.187861,33.26980833333333,Palace Hills
55,1.0,2020-04-08 07:00:00,-119.96597034861111,0.18786528055555557,34.37743888888889,Palace Hills
56,1.0,2020-04-08 08:00:00,-119.88714618335685,0.16496556135401974,35.085475317348376,Weston
57,1.0,2020-04-08 09:00:00,-119.862586,0.145411,36.372,Easton
58,1.0,2020-04-08 10:00:00,-119.862586,0.145411,36.372,Easton
59,1.0,2020-04-08 11:00:00,-119.862586,0.145411,36.372,Easton
60,1.0,2020-04-08 12:00:00,-119.862586,0.145411,36.372,Easton
61,1.0,2020-04-08 13:00:00,-119.862586,0.145411,36.372,Easton
62,1.0,2020-04-08 14:00:00,-119.862586,0.145411,36.372,Easton
63,1.0,2020-04-08 15:00:00,-119.862586,0.145411,36.372,Easton
64,1.0,2020-04-08 16:00:00,-119.89654578333332,0.1522491361111111,36.372,Weston
65,1.0,2020-04-08 17:00:00,-119.95965451944444,0.18444357777777778,36.372,Palace Hills
66,1.0,2020-04-08 18:00:00,-119.96357397083332,0.18662469166666668,36.372,Palace Hills
67,1.0,2020-04-08 19:00:00,-119.966506,0.187913,36.372,Palace Hills
68,1.0,2020-04-08 20:00:00,-119.966506,0.187913,36.372,Palace Hills
69,1.0,2020-04-08 21:00:00,-119.966506,0.187913,36.372,Palace Hills
70,1.0,2020-04-08 22:00:00,-119.966506,0.187913,36.372,Palace Hills
71,1.0,2020-04-08 23:00:00,-119.966506,0.187913,36.372,Palace Hills
72,1.0,2020-04-09 00:00:00,-119.966506,0.187913,36.372,Palace Hills
73,1.0,2020-04-09 01:00:00,-119.966506,0.187913,36.372,Palace Hills
74,1.0,2020-04-09 02:00:00,-119.966506,0.187913,36.372,Palace Hills
75,1.0,2020-04-09 03:00:00,-119.966506,0.187913,36.372,Palace Hills
76,1.0,2020-04-09 04:00:00,-119.966506,0.187913,36.372,Palace Hills
77,1.0,2020-04-09 05:00:00,-119.966506,0.187913,36.372,Palace Hills
78,1.0,2020-04-09 06:00:00,-119.966506,0.187913,36.372,Palace Hills
79,1.0,2020-04-09 07:00:00,-119.966506,0.187913,36.372,Palace Hills
80,1.0,2020-04-09 08:00:00,-119.966506,0.187913,36.372,Palace Hills
81,1.0,2020-04-09 09:00:00,-119.966506,0.187913,36.372,Palace Hills
82,1.0,2020-04-09 10:00:00,-119.966506,0.187913,36.372,Palace Hills
83,1.0,2020-04-09 11:00:00,-119.966506,0.187913,36.372,Palace Hills
84,1.0,2020-04-09 12:00:00,-119.966506,0.187913,36.372,Palace Hills
85,1.0,2020-04-09 13:00:00,-119.966506,0.187913,36.372,Palace Hills
86,1.0,2020-04-09 14:00:00,-119.966506,0.187913,36.372,Palace Hills
87,1.0,2020-04-09 15:00:00,-119.966506,0.187913,36.372,Palace Hills
