Timestamp,avg_cpm
2020-04-06 00:00:00,14.58286041666665
2020-04-06 06:00:00,14.605732638888876
2020-04-06 12:00:00,14.597310185185197
2020-04-06 18:00:00,14.873939120370387
2020-04-07 00:00:00,14.611302546296306
2020-04-07 06:00:00,14.547271296296326
2020-04-07 12:00:00,14.592828703703669
2020-04-07 18:00:00,14.679580324074061
2020-04-08 00:00:00,14.805520833333324
2020-04-08 06:00:00,14.703873379629627
2020-04-08 12:00:00,15.169597916666657
2020-04-08 18:00:00,14.585179861111078
2020-04-09 00:00:00,14.606474768518519
2020-04-09 06:00:00,14.698240277777757
2020-04-09 12:00:00,15.1752085648148
2020-04-09 18:00:00,16.22482037037036
2020-04-10 00:00:00,16.62071226851854
2020-04-10 06:00:00,16.20717523148148
2020-04-10 12:00:00,16.50936898148148
2020-04-10 18:00:00,16.059606530801283
