Timestamp,avg_cpm
2020-04-06 00:00:00,14.600965277777773
2020-04-06 06:00:00,14.653129398148156
2020-04-06 12:00:00,14.619315277777819
2020-04-06 18:00:00,14.647511574074036
2020-04-07 00:00:00,14.814250694444457
2020-04-07 06:00:00,14.582722453703676
2020-04-07 12:00:00,14.757156712962974
2020-04-07 18:00:00,14.850697685185201
2020-04-08 00:00:00,14.728432407407395
2020-04-08 06:00:00,14.605593750000013
2020-04-08 12:00:00,14.717778240740731
2020-04-08 18:00:00,14.578544212962926
2020-04-09 00:00:00,14.786521990740749
2020-04-09 06:00:00,14.632875462962971
2020-04-09 12:00:00,19.383315740740777
2020-04-09 18:00:00,23.491496296296184
2020-04-10 00:00:00,23.199800694444367
2020-04-10 06:00:00,23.226828703703685
2020-04-10 12:00:00,23.903049999999983
2020-04-10 18:00:00,23.288415470125017
