Timestamp,avg_cpm
2020-04-06 00:00:00,14.618798611111089
2020-04-06 06:00:00,14.614170601851836
2020-04-06 12:00:00,14.857697222222223
2020-04-06 18:00:00,14.577054629629675
2020-04-07 00:00:00,14.627849768518505
2020-04-07 06:00:00,14.94768796296293
2020-04-07 12:00:00,14.606153240740714
2020-04-07 18:00:00,14.824080324074044
2020-04-08 00:00:00,14.627991435185198
2020-04-08 06:00:00,14.60199120370369
2020-04-08 12:00:00,14.589420370370378
2020-04-08 18:00:00,16.50305231481479
2020-04-09 00:00:00,19.99871111111113
2020-04-09 06:00:00,15.051513425925924
2020-04-09 12:00:00,16.466733796296303
2020-04-09 18:00:00,17.68956226851852
2020-04-10 00:00:00,17.512764814814823
2020-04-10 06:00:00,17.496424537037033
2020-04-10 12:00:00,17.489004398148186
2020-04-10 18:00:00,17.00166512274204
