Timestamp,Long,Lat,Value,Sensor-id
2020-04-06 00:00:00,-119.96665000000003,0.18792000000000006,28.99666666666666,1
2020-04-06 00:10:00,-119.96665000000003,0.18792000000000006,29.633066666666664,1
2020-04-06 00:20:00,-119.96665000000003,0.18792000000000006,29.472625,1
2020-04-06 00:30:00,-119.96665000000003,0.18792000000000006,29.163083333333336,1
2020-04-06 00:40:00,-119.96665000000003,0.18792000000000006,27.369191666666666,1
2020-04-06 00:50:00,-119.96665000000003,0.18792000000000006,29.236774576500004,1
2020-04-06 01:00:00,-119.96665000000003,0.18792000000000006,29.42490974591667,1
2020-04-06 01:10:00,-119.96665000000003,0.18792000000000006,38.885185136218425,1
2020-04-06 01:20:00,-119.96665000000003,0.18792000000000006,30.207942091083336,1
2020-04-06 01:30:00,-119.96665000000003,0.18792000000000006,30.418852401416665,1
2020-04-06 01:40:00,-119.96665000000003,0.18792000000000006,29.82486878519167,1
2020-04-06 01:50:00,-119.96665000000003,0.18792000000000006,38.034749508057395,1
2020-04-06 02:00:00,-119.96665000000003,0.18792000000000006,30.280744774833337,1
2020-04-06 02:10:00,-119.96665000000003,0.18792000000000006,30.031645056583333,1
2020-04-06 02:20:00,-119.96665000000003,0.18792000000000006,30.608227542583332,1
2020-04-06 02:30:00,-119.96665000000003,0.18792000000000006,31.051882627083334,1
2020-04-06 02:40:00,-119.96665000000003,0.18792000000000006,30.243947175499997,1
2020-04-06 02:50:00,-119.96665000000003,0.18792000000000006,31.123338983583334,1
2020-04-06 03:00:00,-119.96665000000003,0.18792000000000006,31.004902118750003,1
2020-04-06 03:10:00,-119.96665000000003,0.18792000000000006,31.154593785916667,1
2020-04-06 03:20:00,-119.96665000000003,0.18792000000000006,31.14561850335833,1
2020-04-06 03:30:00,-119.96665000000003,0.18792000000000006,30.820736018,1
2020-04-06 03:40:00,-119.96665000000003,0.18792000000000006,31.763009180916665,1
2020-04-06 03:50:00,-119.96665000000003,0.18792000000000006,30.950370904583338,1
2020-04-06 04:00:00,-119.96665000000003,0.18792000000000006,32.17052429410833,1
2020-04-06 04:10:00,-119.96665000000003,0.18792000000000006,32.7811872885,1
2020-04-06 04:20:00,-119.96665000000003,0.18792000000000006,32.757956638833335,1
2020-04-06 04:30:00,-119.96665000000003,0.18792000000000006,33.115690254583335,1
