Timestamp,avg_cpm
2020-04-06 00:00:00,22.121565740740756
2020-04-06 06:00:00,23.763182019692916
2020-04-06 12:00:00,24.866633185943666
2020-04-06 18:00:00,27.256484598767976
2020-04-07 00:00:00,28.2163368816592
2020-04-07 06:00:00,29.60054722222223
2020-04-07 12:00:00,31.306891242972736
2020-04-07 18:00:00,33.08217432276309
2020-04-08 00:00:00,33.78654722222228
2020-04-08 06:00:00,35.99688285551834
2020-04-08 12:00:00,37.37212059958676
2020-04-08 18:00:00,39.27792275272589
2020-04-09 00:00:00,40.76803303396873
2020-04-09 06:00:00,42.072469898493694
2020-04-09 18:00:00,48.56140990914671
2020-04-10 00:00:00,49.169481168869964
2020-04-10 06:00:00,50.995781756672656
2020-04-10 18:00:00,54.422601701690475
