Timestamp,avg_cpm
2020-04-06 00:00:00,30.055092592592594
2020-04-06 06:00:00,30.216435185185187
2020-04-06 12:00:00,30.655943921882404
2020-04-06 18:00:00,30.25115740740741
2020-04-07 00:00:00,29.82662037037037
2020-04-07 06:00:00,30.21203703703704
2020-04-07 12:00:00,30.022685185185185
2020-04-07 18:00:00,30.277300839817443
2020-04-08 00:00:00,30.175925925925927
2020-04-08 06:00:00,30.69251265626064
2020-04-08 12:00:00,31.08002030304347
2020-04-08 18:00:00,30.82627963100417
2020-04-09 00:00:00,30.949503769641343
2020-04-09 06:00:00,30.435826484361773
2020-04-09 12:00:00,32.26314381672642
2020-04-09 18:00:00,32.346593727516755
2020-04-10 00:00:00,32.55155192776981
2020-04-10 06:00:00,33.579613895991336
2020-04-10 12:00:00,33.97549380403591
2020-04-10 18:00:00,32.62461783750097
