Timestamp,avg_cpm
2020-04-06 00:00:00,32.788657407407406
2020-04-06 06:00:00,31.978935185185186
2020-04-06 12:00:00,31.663194444444443
2020-04-06 18:00:00,31.96203703703704
2020-04-07 00:00:00,32.566435185185185
2020-04-07 06:00:00,33.09212962962963
2020-04-07 12:00:00,33.679398148148145
2020-04-07 18:00:00,36.46747388414055
2020-04-08 00:00:00,37.68912037037037
2020-04-08 06:00:00,40.53499647813678
2020-04-08 12:00:00,47.39609430560198
2020-04-08 18:00:00,36.52545103761552
2020-04-09 00:00:00,36.473871731573304
2020-04-09 06:00:00,37.676490311394616
2020-04-09 12:00:00,48.93179593666375
2020-04-09 18:00:00,38.77957152133393
2020-04-10 00:00:00,37.67387821129542
2020-04-10 06:00:00,49.12965782267795
2020-04-10 12:00:00,50.90490288299728
2020-04-10 18:00:00,37.518395620069754
