Timestamp,avg_cpm
2020-04-06 00:00:00,41.17546296296296
2020-04-06 06:00:00,41.29498226051698
2020-04-06 12:00:00,41.195668597330645
2020-04-06 18:00:00,41.25069444444444
2020-04-07 00:00:00,41.451517509317654
2020-04-07 06:00:00,41.1727950629982
2020-04-07 12:00:00,41.44201257861635
2020-04-07 18:00:00,41.206944444444446
2020-04-08 00:00:00,41.455787037037034
2020-04-08 06:00:00,41.76259001046352
2020-04-08 12:00:00,41.81217532131418
2020-04-08 18:00:00,41.629595435956915
2020-04-09 00:00:00,41.34639317667874
2020-04-09 06:00:00,41.75178534225738
2020-04-09 18:00:00,46.32448382633247
2020-04-10 00:00:00,45.19538719161758
2020-04-10 06:00:00,52.53963230812592
2020-04-10 18:00:00,45.28588989972982
