Timestamp,avg_cpm
2020-04-06 00:00:00,40.39278779472954
2020-04-06 06:00:00,40.079320113314445
2020-04-06 12:00:00,40.064704949855745
2020-04-06 18:00:00,39.55321822798761
2020-04-07 00:00:00,39.501531606794764
2020-04-07 06:00:00,39.52387706855792
2020-04-07 12:00:00,39.37048479087453
2020-04-07 18:00:00,38.63831590844872
2020-04-08 00:00:00,39.09073084666416
2020-04-08 06:00:00,37.63579474342929
2020-04-08 12:00:00,37.0
2020-04-08 18:00:00,37.0
2020-04-09 00:00:00,37.0
2020-04-09 06:00:00,37.0
2020-04-09 12:00:00,37.0
2020-04-09 18:00:00,37.0
2020-04-10 00:00:00,37.0
2020-04-10 06:00:00,37.0
2020-04-10 12:00:00,37.0
2020-04-10 18:00:00,37.0
